ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE	ID	IJC_SAMPLE_1	SJC_SAMPLE_1	IJC_SAMPLE_2	SJC_SAMPLE_2	IncFormLen	SkipFormLen	PValue	FDR	IncLevel1	IncLevel2	IncLevelDifference
265	"ENSG00000185917"	"SETD4"	chr21	-	36048307	36048396	36045581	36046011	36053582	36053620	265	11,10,6,10,6	0,1,0,0,1	2,3,2,2,0	0,0,0,0,0	188	99	1	1.0	1.0,0.84,1.0,1.0,0.76	1.0,1.0,1.0,1.0,NA	-0.08
266	"ENSG00000185917"	"SETD4"	chr21	-	36057383	36057477	36057108	36057204	36058815	36058924	266	1,4,2,11,6	3,7,1,6,0	2,3,1,1,2	2,2,4,3,0	193	99	0.276291033025	1.0	0.146,0.227,0.506,0.485,1.0	0.339,0.435,0.114,0.146,1.0	0.066
273	"ENSG00000243927"	"MRPS6"	chr21	+	34102834	34102908	34073548	34073745	34125340	34125480	273	4,3,5,0,0	5,1,1,2,3	0,8,4,2,1	6,3,7,5,2	173	99	0.865200405294	1.0	0.314,0.632,0.741,0.0,0.0	0.0,0.604,0.246,0.186,0.222	0.086
274	"ENSG00000243927"	"MRPS6"	chr21	+	34103496	34103519	34102834	34102908	34125340	34125480	274	0,1,1,2,0	0,0,2,0,0	2,6,1,0,5	0,3,0,0,0	122	99	1	1.0	NA,1.0,0.289,1.0,NA	1.0,0.619,1.0,NA,1.0	-0.142
275	"ENSG00000243927"	"MRPS6"	chr21	+	34125340	34125480	34073577	34073745	34142407	34143030	275	7,4,2,5,6	1,1,0,0,0	17,15,14,17,14	0,0,0,0,0	198	99	1	1.0	0.778,0.667,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.111
276	"ENSG00000243927"	"MRPS6"	chr21	+	34125340	34125480	34103496	34103519	34142407	34143030	276	2,3,2,5,3	0,0,0,0,0	12,16,8,12,16	0,0,1,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,1.0,0.8,1.0,1.0	0.04
279	"ENSG00000241837"	"ATP5PO"	chr21	-	33903934	33904021	33903452	33903639	33907340	33907453	279	202,185,198,184,231	0,1,0,0,0	257,243,382,225,237	0,0,0,0,0	186	99	1	1.0	1.0,0.99,1.0,1.0,1.0	1.0,1.0,1.0,1.0,1.0	-0.002
280	"ENSG00000241837"	"ATP5PO"	chr21	-	33906448	33906500	33903934	33904021	33907340	33907453	280	1,2,4,0,0	100,88,115,98,140	1,2,1,0,2	140,141,227,142,115	151	99	1	1.0	0.007,0.015,0.022,0.0,0.0	0.005,0.009,0.003,0.0,0.011	0.003
281	"ENSG00000241837"	"ATP5PO"	chr21	-	33906448	33907453	33903934	33904021	33909081	33909211	281	86,98,110,103,107	1,1,0,0,0	141,113,184,128,128	0,2,0,0,1	198	99	1	1.0	0.977,0.98,1.0,1.0,1.0	1.0,0.966,1.0,1.0,0.985	0.001
284	"ENSG00000241837"	"ATP5PO"	chr21	-	33907340	33907453	33903934	33904021	33909081	33909095	284	186,185,223,201,247	1,1,0,0,0	280,253,411,270,241	0,2,0,0,1	198	99	1	1.0	0.989,0.989,1.0,1.0,1.0	1.0,0.984,1.0,1.0,0.992	0.0
285	"ENSG00000241837"	"ATP5PO"	chr21	-	33907340	33907453	33903934	33904021	33912288	33912399	285	100,88,115,98,141	1,4,0,0,0	141,143,229,143,115	0,3,0,0,1	198	99	1	1.0	0.98,0.917,1.0,1.0,1.0	1.0,0.96,1.0,1.0,0.983	-0.009
286	"ENSG00000241837"	"ATP5PO"	chr21	-	33909081	33909211	33903934	33904021	33912288	33912399	286	103,95,120,118,125	1,4,0,0,0	138,128,161,97,106	0,3,0,0,1	198	99	1	1.0	0.981,0.922,1.0,1.0,1.0	1.0,0.955,1.0,1.0,0.981	-0.007
287	"ENSG00000241837"	"ATP5PO"	chr21	-	33909081	33909211	33906448	33907453	33912288	33912399	287	188,191,228,221,232	0,0,0,0,1	278,238,345,225,231	1,2,2,1,0	198	99	1	1.0	1.0,1.0,1.0,1.0,0.991	0.993,0.983,0.989,0.991,1.0	0.007
288	"ENSG00000241837"	"ATP5PO"	chr21	-	33909081	33909211	33906448	33907453	33914449	33914500	288	86,97,108,103,107	0,0,0,0,0	140,112,184,128,127	0,1,0,0,0	198	99	1	1.0	1.0,1.0,1.0,1.0,1.0	1.0,0.982,1.0,1.0,1.0	0.004
