#Gene Name	Gene ID	LSV ID	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	NveB E(PSI)	Mono E(PSI)	LSV Type	A5SS	A3SS	ES	Num. Junctions	Num. Exons	De Novo Junctions	chr	strand	Junctions coords	Exons coords	IR coords	UCSC LSV Link
NENF	ENSG00000117691	ENSG00000117691:s:212432920-212433120	-0.00030710272551873863;-0.00030710272551873863;0.2773565850345829;-0.27319290093707793	9.779859264759027e-07;9.779859264759027e-07;0.7965213406216028;0.7884981307733039	0.0003608382835805779;0.0003608382835805779;3.5190446783660328e-06;3.3036662963059626e-06	0.007;0.007;0.630;0.356	0.004;0.004;0.938;0.054	s|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	False	True	True	4	4	1;1;1;1	chr1	+	212433120-212434705;212433120-212442546;212433120-212442565;212433120-212444339	212432920-212433120;212434705-212435033;212442546-212442625;212444339-212444442		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A212444442-212432920
NENF	ENSG00000117691	ENSG00000117691:t:212444339-212444442	-0.26611719158525415;0.2661172066219473	0.7810057159639853;0.7810057587924772	2.4369837474669254e-06;2.43684509481889e-06	0.338;0.662	0.046;0.954	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1;1	chr1	+	212433120-212444339;212442625-212444339	212432920-212433120;212442546-212442625;212444339-212444442		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A212444442-212432920
MORF4L2	ENSG00000123562	ENSG00000123562:t:103678499-103678651	0.003540229123180283;7.437029429201129e-05;3.893732564295264e-09;0.17808619531818504;0.030916260086377396;-0.21812745092843638	1.0241156327868943e-05;7.952559978887922e-21;7.940106935352036e-21;0.3135376674565288;1.103282859909258e-20;0.6352541754357139	5.0886862369814434e-05;0.37759875887352734;0.9999713433634789;3.66485326364677e-08;0.00051260457748153;5.970377392472415e-08	0.292;0.015;0.001;0.071;0.027;0.595	0.296;0.018;0.001;0.253;0.061;0.370	t|1e1.1o2|1e2.1o1|2e2.1o1|3e3.1o2|3e4.1o1|i	False	True	True	6	5	1;1;1;1;1;0	chrX	-	103678651-103685171;103678651-103684681;103678620-103684681;103678600-103685171;103678600-103684681;103678652-103684680	103678499-103678651;103684681-103684729;103684974-103685505	103678652-103684680	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A103685505-103678499
KLHDC3	ENSG00000124702	ENSG00000124702:s:43014103-43014348	0.22694571164711216;-0.2269456962706824	0.6307756304791905;0.6307754187747415	7.809634780733138e-07;7.81014401041169e-07	0.557;0.443	0.817;0.183	s|1e1.1o1|i	False	False	False	2	2	1;0	chr6	+	43014348-43017134;43014349-43017133	43014103-43014348;43017134-43017346	43014349-43017133	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A43017346-43014103
PRKRIP1	ENSG00000128563	ENSG00000128563:t:102407434-102407498	0.22154340373644307;-0.22154337621127082	0.63040058921063;0.6304005656660223	2.8560768416452102e-06;2.8562516087848877e-06	0.182;0.818	0.419;0.581	t|1e1.1o1|1e2.2o2	False	False	True	2	3	0;1	chr7	+	102399648-102407434;102404683-102407434	102399548-102399648;102404357-102404683;102407434-102407498		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr7%3A102407498-102399548
PGLS	ENSG00000130313	ENSG00000130313:s:17511636-17511960	-0.00010031916887074338;0.35981901199221217;-0.368568470526429	7.95220099991202e-21;0.985816608879301;0.989339090584951	0.0020005537720695354;6.376090529326474e-09;3.4019270733764984e-09	0.005;0.515;0.480	0.012;0.882;0.106	s|1e1.1o1|1e2.2o2|i	False	False	True	3	3	1;1;1	chr19	+	17511960-17512945;17511960-17516173;17511961-17512944	17511636-17511960;17512945-17513244;17515742-17516280	17511961-17512944	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A17516280-17511636
PGLS	ENSG00000130313	ENSG00000130313:t:17515742-17516280	0.47084835118333324;-0.005227341193962169;-0.4375590506092144	0.9999665144121035;3.54884390138306e-07;0.9998490611833157	3.548886242818307e-14;0.00021660992613303787;3.148370453232019e-12	0.508;0.032;0.460	0.967;0.004;0.028	t|1e1.1o1|1e2.1o2|i	False	False	True	3	3	1;1;0	chr19	+	17511960-17516173;17512968-17516173;17513245-17515741	17511636-17511960;17512945-17513244;17515742-17516280	17513245-17515741	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A17516280-17511636
PGLS	ENSG00000130313	ENSG00000130313:t:17517288-17517389	0.426590722085468;-0.4265906711041132	0.9999636362901424;0.9999636312581347	1.6479894502835976e-13;7.245315458703772e-13	0.500;0.500	0.924;0.076	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1;1	chr19	+	17516280-17517288;17516474-17517288	17515742-17516280;17516371-17516474;17517288-17517389		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A17517389-17515742
MGAT1	ENSG00000131446	ENSG00000131446:t:180784782-180793097	0.029989977940334308;0.01261028102722721;-0.3669675172446806;-0.02136235718554367;-0.002568609412074917;-0.009008355508532956;-5.8651294663007025e-05;-5.8651294663007025e-05;0.3420391097794734;-5.8651294663007025e-05;-5.8651294663007025e-05;0.00790382964140324	2.68935866700926e-09;4.9528895714167195e-09;0.9862242807969132;0.0001373240948930688;1.254203159798157e-06;0.001907816347268218;6.725640949831753e-09;6.725640949831753e-09;0.9919510712078741;6.725640949831753e-09;6.725640949831753e-09;0.00017276171747596602	0.16122224663904106;0.06852241900361022;1.29672683701898e-09;4.083612132654846e-05;0.0001519811561939699;1.8476915160547946e-05;0.0011394874588230852;0.0011394874588230852;1.9366558696355297e-08;0.0011394874588230852;0.0011394874588230852;3.055994183875921e-05	0.002;0.002;0.448;0.059;0.021;0.271;0.002;0.002;0.059;0.002;0.002;0.131	0.055;0.047;0.060;0.021;0.016;0.251;0.000;0.000;0.396;0.000;0.003;0.143	t|1e1.1o2|1e1.2o2|1e2.1o1|1e3.2o2|1e4.1o2|1e4.2o2|1e5.1o1|1e6.1o1|1e7.1o1|1e8.1o4|1e8.2o4|i	True	False	True	12	9	1;1;1;1;1;1;1;1;1;1;1;0	chr5	-	180793097-180815425;180793097-180815414;180793097-180808648;180793097-180808502;180793097-180803813;180793097-180803602;180793097-180803406;180793097-180803296;180793097-180802680;180793097-180795838;180793097-180795656;180793098-180795405	180784782-180793097;180795406-180795875;180802680-180802885;180803296-180803399;180803406-180803481;180803602-180803923;180808502-180808597;180808648-180808758;180815414-180815652	180793098-180795405	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr5%3A180815652-180784782
TMEM63B	ENSG00000137216	ENSG00000137216:s:44152593-44152698	0.23623961660912837;-0.23623959241370407	0.649485515810929;0.6494853843914465	9.357517491064091e-07;9.358117184499193e-07	0.123;0.877	0.403;0.597	s|1e1.1o1|i	False	False	False	2	2	1;0	chr6	+	44152698-44153676;44152699-44153675	44152593-44152698;44153676-44153843	44152699-44153675	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr6%3A44153843-44152593
ATRAID	ENSG00000138085	ENSG00000138085:s:27212027-27212607	0.26743008028638093;-0.26743006956948456	0.8502306418604992;0.8502305182710982	8.935661427621892e-07;8.936209611176693e-07	0.458;0.542	0.737;0.263	s|1e1.2o3|2e1.2o3	True	False	False	2	2	1;1	chr2	+	27212467-27213177;27212607-27213177	27212027-27212607;27212866-27213433		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A27213433-27212027
DIS3L2	ENSG00000144535	ENSG00000144535:t:232210326-232210405	0.20116126086794348;-0.20116129865386717	0.5396255462530068;0.5396256005596987	8.74018034724422e-06;8.740690519704053e-06	0.689;0.311	0.937;0.063	t|1e1.1o1|1e2.1o1	False	False	True	2	3	1;1	chr2	+	232163632-232210326;232198776-232210326	232163459-232163632;232198527-232198776;232210326-232210405		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr2%3A232210405-232163459
EIF2A	ENSG00000144895	ENSG00000144895:t:150567399-150567766	-1.5955799419230802e-06;0.26157162053000543;-0.006970443268411097;-0.2339436201006857	7.940304416067175e-21;0.8815799338000266;8.762267141644044e-21;0.7333560066773028	0.8336606655463246;1.4449238834626597e-09;0.000939885646976113;3.0654127014528854e-09	0.002;0.661;0.038;0.299	0.001;0.933;0.011;0.055	t|1e1.1o2|1e2.2o3|1e3.1o1|i	False	False	True	4	4	1;1;1;0	chr3	+	150562660-150567693;150564381-150567693;150565226-150567693;150565227-150567398	150562542-150562908;150564299-150564899;150565191-150565226;150567399-150567766	150565227-150567398	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A150567766-150562542
ADD3	ENSG00000148700	ENSG00000148700:s:110118587-110118736	0.32328722000989074;-0.3232872816884331	0.9907611983800539;0.9907612048346681	2.2149665763141973e-11;2.1017854123783763e-11	0.240;0.760	0.567;0.433	s|1e1.1o2|i	False	False	False	2	2	1;0	chr10	+	110118736-110119211;110118737-110119210	110118587-110118736;110119211-110119354	110118737-110119210	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A110119354-110118587
ADD3	ENSG00000148700	ENSG00000148700:t:110100625-110100848	2.8677009913636634e-06;2.8677009913636634e-06;0.3742382489782413;2.8677009913636634e-06;2.8677009913636634e-06;-0.12782268391275292;-0.23572370045327934	6.3059818770015446e-21;6.3059818770015446e-21;0.9987035709761952;6.3059818770015446e-21;6.3059818770015446e-21;0.01203137428209722;0.7590389053671885	0.014244082461173382;0.014244082461173382;5.915004092459774e-09;0.014244082461173382;0.014244082461173382;1.0549835093298654e-06;4.3396500559733653e-07	0.000;0.000;0.505;0.000;0.000;0.156;0.336	0.001;0.001;0.878;0.001;0.001;0.020;0.097	t|1e1.1o1|1e2.1o1|1e3.1o1|1e4.1o1|1e5.1o1|1e6.1o1|1e7.1o1	False	False	True	7	8	1;1;1;1;1;1;1	chr10	+	109996446-110100625;110006151-110100625;110008299-110100625;110016620-110100625;110075709-110100625;110077118-110100625;110079297-110100625	109996368-109996446;110005804-110006151;110007964-110008299;110016435-110016620;110075618-110075709;110077005-110077118;110079239-110079297;110100625-110100848		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A110100848-109996368
ADD3	ENSG00000148700	ENSG00000148700:t:110123837-110124168	-0.01734809151665312;0.38885348443430867;-0.346952491463806	9.965940332850282e-21;0.9997906526361959;0.996795763656893	0.049510407211244334;2.715610905380094e-13;1.283950723518501e-11	0.050;0.280;0.671	0.011;0.668;0.321	t|1e1.1o2|1e2.1o1|i	False	False	True	3	3	0;1;0	chr10	+	110119564-110124017;110122292-110124017;110122293-110123836	110119466-110119690;110121855-110122292;110123837-110124168	110122293-110123836	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A110124168-110119466
HHEX	ENSG00000152804	ENSG00000152804:s:92689955-92690347	-0.13107432700549648;0.2781384627201215;-0.12658419480167438	0.01674291290438159;0.912742070014824;0.11688712934948187	8.830454845121238e-08;1.0322918437555136e-08;1.2327038751980268e-06	0.160;0.466;0.375	0.020;0.755;0.225	s|1e1.1o3|1e2.1o1|i	False	False	True	3	3	1;1;0	chr10	+	92690347-92691570;92690347-92692368;92690348-92691569	92689955-92690347;92691570-92692099;92692368-92692546	92690348-92691569	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A92692546-92689955
HHEX	ENSG00000152804	ENSG00000152804:t:92692368-92692546	0.3613827493154588;0.00012041317555003913;-0.35386405681418487	0.9988413796691119;7.996789215403077e-21;0.9980744277217312	3.056851108848878e-12;0.10483955210197268;7.974954030487424e-12	0.263;0.029;0.709	0.621;0.021;0.358	t|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;1;1	chr10	+	92690347-92692368;92692099-92692368;92692100-92692367	92689955-92690347;92691570-92692099;92692368-92692546	92692100-92692367	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A92692546-92689955
UBALD1	ENSG00000153443	ENSG00000153443:t:4610493-4611523	-0.00012597857076570928;-0.00012597857076570928;0.26285962120163736;-0.00012597857076570928;-0.00012597857076570928;-0.25734284319926354	2.4679422889881613e-07;2.4679422889881613e-07;0.7248027432631903;2.4679422889881613e-07;2.4679422889881613e-07;0.7055923751396236	0.0002475841785468669;0.0002475841785468669;1.116756241403491e-06;0.0002475841785468669;0.0002475841785468669;1.1981471810251776e-06	0.004;0.004;0.196;0.004;0.004;0.788	0.003;0.003;0.505;0.003;0.003;0.483	t|1e1.2o3|2e2.1o1|2e3.2o3|2e3.3o3|2e4.1o1|i	True	True	True	6	5	1;1;1;1;1;0	chr16	-	4610656-4614678;4610555-4614917;4610555-4614678;4610555-4614493;4610555-4613960;4611524-4613959	4610493-4611523;4613960-4614402;4614493-4614888;4614917-4615027	4611524-4613959	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A4615027-4610493
XPC	ENSG00000154767	ENSG00000154767:s:14156335-14156495	0.2390280802405267;-0.23902809968732203	0.6417978943073785;0.6417978203366355	1.8354665826695801e-06;1.8355689204163639e-06	0.496;0.504	0.798;0.202	s|1e1.1o1|i	False	False	False	2	2	1;0	chr3	-	14152416-14156335;14152417-14156334	14152335-14152416;14156335-14156495	14152417-14156334	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A14156495-14152335
RPGR	ENSG00000156313	ENSG00000156313:s:38275089-38275146	0.4323854803696509;-0.4323855180753491	0.9734925216396845;0.9734924891766876	4.353301769601187e-07;4.353624879493978e-07	0.235;0.765	0.682;0.318	s|1e1.2o2|i	False	False	False	2	2	1;0	chrX	-	38273477-38275089;38273943-38275088	38273386-38273942;38275089-38275146	38273943-38275088	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chrX%3A38275146-38273386
RER1	ENSG00000157916	ENSG00000157916:s:2391775-2391958	-0.0006758966036480743;0.5390772469681643;-0.5336822929205751	9.232140658643171e-07;0.9997937305171585;0.9997142696988369	0.00015763804781576685;5.3477724054109076e-08;5.97103856359027e-08	0.008;0.107;0.885	0.004;0.639;0.357	s|1e1.2o2|1e2.1o1|i	False	False	True	3	3	1;1;0	chr1	+	2391958-2395608;2391958-2395784;2391959-2393173	2391775-2391958;2394005-2395648;2395784-2396367	2391959-2393173	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A2396367-2391775
RER1	ENSG00000157916	ENSG00000157916:t:2395784-2396367	0.5807903510512158;-0.01917819584018593;-0.5140769427334271;-7.733319386959991e-05	0.9998343270688875;0.0011646527661567697;0.9975167151056926;2.6005475259906303e-06	1.234191239496502e-06;7.287694649638077e-05;2.095822897674182e-06;0.0004335261231869225	0.129;0.068;0.796;0.008	0.698;0.003;0.284;0.015	t|1e1.1o1|1e2.1o2|1e2.2o2|1e3.1o1	True	False	True	4	4	1;1;0;1	chr1	+	2391958-2395784;2393231-2395784;2393355-2395784;2395648-2395784	2391775-2391958;2393174-2393355;2394005-2395648;2395784-2396367		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A2396367-2391775
PRMT2	ENSG00000160310	ENSG00000160310:s:46635595-46635763	0.3181363118468417;0.049628066252401765;-0.4015178521080195	0.9573745683224998;0.005492989469750168;0.9938796910488317	3.790539923483893e-08;7.827867742937582e-06;3.100743528605676e-08	0.081;0.094;0.825	0.409;0.171;0.421	s|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;1;1	chr21	+	46635763-46636439;46635763-46636896;46635764-46636438	46635595-46635763;46636439-46636547;46636896-46636990	46635764-46636438	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr21%3A46636990-46635595
PRMT2	ENSG00000160310	ENSG00000160310:s:46636896-46636990	-0.13405753145961677;0.3186474273877847;-0.13831603475132215	0.20744837268519115;0.9266679223481472;0.20093801463501346	1.695703379600566e-06;1.4974557460832505e-07;1.3522687435374436e-06	0.326;0.410;0.263	0.156;0.747;0.097	s|1e1.1o1|1e2.3o3|i	False	False	True	3	3	0;1;0	chr21	+	46636990-46640880;46636990-46643535;46636991-46643285	46636896-46636990;46640880-nan;46643286-46643639	46636991-46643285	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr21%3A46643639-46636896
PRMT2	ENSG00000160310	ENSG00000160310:t:46663383-46663554	-0.3142724643884938;0.31427240400826906	0.7436202750847111;0.7436202169533608	1.2754497010880606e-05;1.2753804247676165e-05	0.719;0.281	0.323;0.677	t|1e1.1o3|1e2.1o1	False	False	True	2	3	1;1	chr21	+	46649739-46663383;46661936-46663383	46649513-46649893;46661800-46661936;46663383-46663554		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr21%3A46663554-46649513
U2SURP	ENSG00000163714	ENSG00000163714:s:143022853-143023395	0.3076401571715331;-0.30764024575941695	0.9617879419019545;0.9617879238072268	1.4923224925838134e-07;1.493213609427002e-07	0.443;0.557	0.760;0.240	s|1e1.1o1|1e2.3o3	False	False	True	2	3	1;1	chr3	+	143023064-143023975;143023064-143027149	143022853-143023395;143023975-143024018;143025782-143027270		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A143027270-143022853
U2SURP	ENSG00000163714	ENSG00000163714:t:143025782-143027270	-0.24743276567063285;0.19983075491940017;9.914354284921674e-06;0.02858566179189202	0.7635423497601512;0.5054663491017511;7.941217595280873e-21;0.0023446307591998387	1.6538363423190816e-07;2.5080473803453425e-07;0.07080540922472861;1.3807625331520301e-05	0.585;0.148;0.006;0.261	0.322;0.362;0.002;0.312	t|1e1.1o2|1e2.1o1|1e3.1o1|i	False	False	True	4	4	1;1;1;0	chr3	+	143023064-143027149;143024018-143027149;143024548-143027149;143024549-143025781	143022853-143023395;143023975-143024018;143024484-143024548;143025782-143027270	143024549-143025781	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A143027270-143022853
SEC11C	ENSG00000166562	ENSG00000166562:s:59139866-59140051	3.93180293937372e-05;0.2598668269671123;3.93180293937372e-05;-0.2586320456992896	7.946994127434969e-21;0.8521626166295443;7.946994127434969e-21;0.8542846018338202	0.003919604421116177;2.8335268355837586e-08;0.003919604421116177;1.656801318361545e-08	0.003;0.699;0.003;0.295	0.003;0.973;0.003;0.021	s|1e1.2o2|1e2.1o1|2e3.1o2|i	True	False	True	4	4	1;1;1;0	chr18	+	59140035-59147295;59140035-59149513;59140051-59146983;59140052-59146982	59139866-59140051;59146983-59148012;59149513-59149622	59140052-59146982	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A59149622-59139866
SEC11C	ENSG00000166562	ENSG00000166562:t:59149513-59149622	0.25129947367622485;-0.2512994760381291	0.8286657187609473;0.8286655967034736	2.27722074333348e-09;2.277194655064818e-09	0.716;0.284	0.993;0.007	t|1e1.1o2|i	False	False	False	2	2	1;0	chr18	+	59140035-59149513;59148013-59149512	59139866-59140051;59149513-59149622	59148013-59149512	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A59149622-59139866
HSP90B1	ENSG00000166598	ENSG00000166598:s:103931521-103931623	-5.695821431343895e-07;0.22774179407186518;-0.22422914799903373	6.30559061288092e-21;0.7353820305333083;0.7068601186555697	0.5036505430967635;1.7427143142948593e-08;1.6359290588852105e-08	0.006;0.699;0.296	0.004;0.930;0.066	s|1e1.1o1|1e2.1o1|1e3.1o1	False	False	True	3	4	1;1;0	chr12	+	103931623-103931711;103931623-103932277;103931623-103932826	103931521-103931623;103931711-103932176;103932277-103932418;103932826-103932942		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr12%3A103932942-103931521
ATG16L2	ENSG00000168010	ENSG00000168010:s:72817756-72819015	-0.000424862509603528;-0.03665554964271368;0.08827587838431854;0.2389814117976374;-1.1108794116835393e-05;-1.1108794116835393e-05;-0.268338196744572	7.992182685185997e-21;0.005160352499229266;0.011309441916359887;0.8137412037096252;7.941423563161661e-21;7.941423563161661e-21;0.8324343230260287	0.0015096273314297859;1.075020308938246e-05;2.821563999776219e-06;4.107019580263899e-09;0.03413306952015405;0.03413306952015405;1.5060541636024993e-07	0.013;0.293;0.058;0.024;0.002;0.002;0.608	0.010;0.227;0.166;0.269;0.001;0.001;0.327	s|1e1.1o1|1e2.1o3|1e2.2o3|1e2.3o3|1e3.1o1|1e4.1o1|i	False	True	True	7	5	1;1;1;1;1;1;0	chr11	+	72817855-72820137;72817855-72821199;72817855-72821548;72817855-72821668;72817855-72822848;72817855-72828359;72819016-72820136	72817756-72819015;72820137-72820338;72821199-72821741;72822848-72823495;72828359-72828508	72819016-72820136	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A72828508-72817756
ATG16L2	ENSG00000168010	ENSG00000168010:t:72821199-72821741	-0.024793438108974497;0.0865025807441055;0.2254219529948632;-0.2788016301304779	0.0012848009992127455;0.006206349481312821;0.72872509059844;0.8750791801419185	1.6757630012964597e-05;3.1473689990180414e-06;3.0978665208010744e-09;9.008534673782265e-08	0.259;0.052;0.022;0.667	0.214;0.156;0.253;0.376	t|1e1.2o3|2e1.2o3|3e1.2o3|i	False	True	False	4	2	1;1;1;0	chr11	+	72817855-72821199;72817855-72821548;72817855-72821668;72820339-72821198	72817756-72819015;72821199-72821741	72820339-72821198	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A72821741-72817756
CSGALNACT2	ENSG00000169826	ENSG00000169826:s:43160494-43160595	0.22297501191871255;-0.01587455679760758;-0.1988462822870155	0.6541234755984074;1.3691806700477641e-06;0.49934317936322536	1.0822908387028892e-07;7.651751678050545e-05;2.023433588460577e-07	0.454;0.074;0.472	0.685;0.051;0.265	s|1e1.1o1|1e2.1o1|i	False	False	True	3	3	1;0;0	chr10	+	43160595-43163866;43160595-43167004;43160596-43163865	43160494-43160595;43163866-43164044;43167004-43167098	43160596-43163865	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A43167098-43160494
CSGALNACT2	ENSG00000169826	ENSG00000169826:t:43163866-43164044	0.030674491762246982;0.17964803952712097;-0.224993454717731	8.011010592258874e-12;0.3857275188043004;0.6646619665041632	8.48621959115615e-05;4.3262055896389716e-07;8.508705418019957e-08	0.044;0.469;0.488	0.085;0.662;0.256	t|1e1.1o1|1e2.1o1|i	False	False	True	3	3	0;1;0	chr10	+	43158931-43163866;43160595-43163866;43160596-43163865	43158715-43158931;43160494-43160595;43163866-43164044	43160596-43163865	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr10%3A43164044-43158715
TSEN34	ENSG00000170892	ENSG00000170892:t:54192116-54192373	0.22848441330112187;-0.2169032585033882;-0.0015660394435303168	0.7329903084576797;0.6617186124193708;5.2363048330243744e-05	3.413357500600808e-06;5.241147670864699e-06;0.00013335726876151366	0.014;0.971;0.014	0.265;0.733;0.002	t|1e1.1o1|1e2.1o1|2e2.1o1	False	True	True	3	3	0;1;1	chr19	+	54191607-54192116;54191964-54192116;54191964-54192137	54191306-54191607;54191721-54191964;54192116-54192373		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr19%3A54192373-54191306
TMEM134	ENSG00000172663	ENSG00000172663:t:67465056-67465333	0.003987375413622575;0.0008170006269061539;0.20126561665098475;-0.2095567790503506	0.0007989446499463039;4.71224027254192e-06;0.5072015640580821;0.5406408295442359	4.1898899320727545e-05;9.71769689182117e-05;1.3955315070881343e-06;1.4940943935393136e-06	0.059;0.009;0.165;0.768	0.071;0.008;0.420;0.501	t|1e1.2o5|1e1.5o5|2e1.2o5|i	True	True	False	4	2	1;1;1;0	chr11	-	67465267-67467312;67465267-67467165;67465100-67467312;67465334-67465906	67465056-67465333;67467165-67467388	67465334-67465906	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr11%3A67467388-67465056
CHD9	ENSG00000177200	ENSG00000177200:s:53249871-53250175	0.5786847131758184;-0.5786846546435966	0.9998528558937765;0.9998529112082887	3.6684897655323186e-07;3.4753663857856054e-07	0.064;0.936	0.631;0.369	s|1e1.1o1|1e2.1o1	False	False	True	2	3	1;1	chr16	+	53250066-53250351;53250066-53254438	53249871-53250175;53250351-53250649;53254438-53254671		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A53254671-53249871
CHD9	ENSG00000177200	ENSG00000177200:t:53209482-53209541	-0.6210275595850292;0.0005377065026478077;0.6183810288913061	0.9999973322229733;0.0011404468914305375;0.9999986222153902	1.1641770669701401e-07;6.453648638804488e-05;3.088741695353934e-08	0.764;0.156;0.081	0.157;0.158;0.685	t|1e1.2o2|1e2.1o1|1e3.1o1	False	False	True	3	4	1;1;1	chr16	+	53157541-53209482;53208347-53209482;53208709-53209482	53157164-53157541;53207989-53208347;53208451-53208709;53209482-53209541		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr16%3A53209541-53157164
NDUFV2	ENSG00000178127	ENSG00000178127:s:9102630-9102797	-0.1999095806630424;-0.012155358576744527;0.22232720129467848	0.5069847603447849;2.5306256587917774e-08;0.6656745369667784	1.2897968136860172e-06;0.0006413385923800252;4.872202611872262e-07	0.671;0.105;0.226	0.463;0.084;0.454	s|1e1.1o2|1e1.2o2|1e2.1o1	False	True	True	3	3	1;0;1	chr18	+	9102797-9103092;9102797-9103097;9102797-9117838	9102630-9102797;9103092-9103856;9117838-9117903		http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr18%3A9117903-9102630
RCC2	ENSG00000179051	ENSG00000179051:s:17412122-17412194	0.11508002003611761;0.12953569734873227;-0.2735302145307824	0.13071120137231707;0.02183439192299519;0.8586460004950871	2.0703342180143874e-06;3.1974838305917377e-07;9.389907096313266e-08	0.350;0.025;0.625	0.495;0.163;0.339	s|1e1.1o1|1e2.1o2|i	False	False	True	3	3	1;0;0	chr1	-	17410051-17412122;17409194-17412122;17410052-17412121	17408676-17409194;17409974-17410051;17412122-17412194	17410052-17412121	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr1%3A17412194-17408676
HCLS1	ENSG00000180353	ENSG00000180353:s:121644818-121644928	7.771559298992442e-16;0.4896449789007331;7.771559298992442e-16;-0.4892186389595148	7.940106684750384e-21;0.9999999999966496;7.940106684750384e-21;0.9999999999946185	0.9999999999994617;1.5900537574188842e-17;0.9999999999994617;0.0	0.001;0.335;0.001;0.664	0.000;0.810;0.000;0.189	s|1e1.1o1|1e2.1o1|1e3.1o1|i	False	False	True	4	4	1;1;1;0	chr3	-	121644720-121644818;121642981-121644818;121637256-121644818;121644721-121644817	121637146-121637256;121642927-121642981;121644230-121644720;121644818-121644928	121644721-121644817	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A121644928-121637146
HCLS1	ENSG00000180353	ENSG00000180353:t:121642927-121642981	0.4245172350176617;-0.42451726371329457	0.9999960236692907;0.9999960223252776	5.382752067700278e-20;0.0	0.359;0.641	0.782;0.218	t|1e1.1o1|i	False	False	False	2	2	1;1	chr3	-	121642981-121644818;121642982-121644120	121642927-121642981;121644818-121644928	121642982-121644120	http://genome.ucsc.edu/cgi-bin/hgTracks?db=hg38&position=chr3%3A121644928-121642927
