Gene stable ID	Zebrafish gene stable ID	Zebrafish homology type	Tropical clawed frog gene stable ID	Tropical clawed frog homology type
ENSRNOG00000085251				
ENSRNOG00000083561				
ENSRNOG00000015678	ENSDARG00000094327	ortholog_one2one	ENSXETG00000008645	ortholog_one2one
ENSRNOG00000004067	ENSDARG00000006396	ortholog_one2one	ENSXETG00000015769	ortholog_one2one
ENSRNOG00000085818				
ENSRNOG00000063216	ENSDARG00000036180	ortholog_one2many	ENSXETG00000010845	ortholog_one2many
ENSRNOG00000033981				
ENSRNOG00000072121				
ENSRNOG00000085611				
ENSRNOG00000089009				
ENSRNOG00000091149				
ENSRNOG00000051493				
ENSRNOG00000052997				
ENSRNOG00000060750	ENSDARG00000078802	ortholog_one2one	ENSXETG00000010842	ortholog_one2one
ENSRNOG00000075497				
ENSRNOG00000052748	ENSDARG00000083582	ortholog_one2many		
ENSRNOG00000052748	ENSDARG00000081440	ortholog_one2many		
ENSRNOG00000087356				
ENSRNOG00000053524				
ENSRNOG00000082645				
ENSRNOG00000067021				
ENSRNOG00000055464	ENSDARG00000107036	ortholog_one2one	ENSXETG00000041371	ortholog_one2one
ENSRNOG00000049600				
ENSRNOG00000060216			ENSXETG00000038718	ortholog_one2one
ENSRNOG00000084618	ENSDARG00000039830	ortholog_one2many		
ENSRNOG00000070942				
ENSRNOG00000002879	ENSDARG00000015540	ortholog_one2one	ENSXETG00000008548	ortholog_one2one
ENSRNOG00000068331				
ENSRNOG00000057725				
ENSRNOG00000077727				
ENSRNOG00000056367				
ENSRNOG00000090798				
ENSRNOG00000021992				
ENSRNOG00000015969	ENSDARG00000005738	ortholog_one2one	ENSXETG00000008642	ortholog_one2one
ENSRNOG00000054529				
ENSRNOG00000058339				
ENSRNOG00000042925				
ENSRNOG00000054446	ENSDARG00000052728	ortholog_one2one	ENSXETG00000010840	ortholog_one2one
ENSRNOG00000082490				
ENSRNOG00000086489				
ENSRNOG00000063811	ENSDARG00000061664	ortholog_one2many	ENSXETG00000018612	ortholog_one2one
ENSRNOG00000063811	ENSDARG00000091513	ortholog_one2many	ENSXETG00000018612	ortholog_one2one
ENSRNOG00000016760				
ENSRNOG00000002969	ENSDARG00000010059	ortholog_one2one	ENSXETG00000022603	ortholog_one2one
ENSRNOG00000053606				
ENSRNOG00000074125				
ENSRNOG00000051658				
ENSRNOG00000080997				
ENSRNOG00000090366				
ENSRNOG00000056745				
ENSRNOG00000079698				
ENSRNOG00000079414				
ENSRNOG00000085366				
ENSRNOG00000076101				
ENSRNOG00000082123				
ENSRNOG00000053344				
ENSRNOG00000057694				
ENSRNOG00000074432	ENSDARG00000041915	ortholog_one2one	ENSXETG00000045792	ortholog_one2one
ENSRNOG00000016854			ENSXETG00000039171	ortholog_one2one
ENSRNOG00000016339	ENSDARG00000007024	ortholog_one2one	ENSXETG00000008648	ortholog_one2one
ENSRNOG00000080195				
ENSRNOG00000046194				
ENSRNOG00000024026				
ENSRNOG00000072200				
ENSRNOG00000082427				
ENSRNOG00000050999				
ENSRNOG00000082212	ENSDARG00000089444	ortholog_one2many	ENSXETG00000026240	ortholog_one2one
ENSRNOG00000082212	ENSDARG00000086573	ortholog_one2many	ENSXETG00000026240	ortholog_one2one
ENSRNOG00000090102	ENSDARG00000087647	ortholog_one2many	ENSXETG00000013112	ortholog_one2many
ENSRNOG00000001764	ENSDARG00000060477	ortholog_one2one	ENSXETG00000018613	ortholog_one2one
ENSRNOG00000049985	ENSDARG00000062960	ortholog_one2many	ENSXETG00000019743	ortholog_one2many
ENSRNOG00000019527	ENSDARG00000019342	ortholog_one2one	ENSXETG00000027884	ortholog_one2one
ENSRNOG00000075787				
ENSRNOG00000091292				
ENSRNOG00000003084	ENSDARG00000019529	ortholog_one2one	ENSXETG00000022610	ortholog_one2one
ENSRNOG00000090453				
ENSRNOG00000085278				
ENSRNOG00000016890	ENSDARG00000030463	ortholog_one2one	ENSXETG00000047601	ortholog_one2one
ENSRNOG00000074695				
ENSRNOG00000075893				
ENSRNOG00000080636				
ENSRNOG00000082946				
ENSRNOG00000090047				
ENSRNOG00000090908				
ENSRNOG00000028311	ENSDARG00000003757	ortholog_one2one	ENSXETG00000013497	ortholog_one2one
ENSRNOG00000061337	ENSDARG00000017431	ortholog_one2one	ENSXETG00000010848	ortholog_one2one
ENSRNOG00000074271				
ENSRNOG00000003211	ENSDARG00000042851	ortholog_one2one	ENSXETG00000040743	ortholog_one2one
ENSRNOG00000088657				
ENSRNOG00000089815				
ENSRNOG00000084490				
ENSRNOG00000079028				
ENSRNOG00000003223	ENSDARG00000007347	ortholog_one2many	ENSXETG00000018586	ortholog_one2many
ENSRNOG00000003496	ENSDARG00000059900	ortholog_one2one	ENSXETG00000014933	ortholog_one2one
ENSRNOG00000019634	ENSDARG00000038585	ortholog_one2one	ENSXETG00000027885	ortholog_one2one
ENSRNOG00000009772	ENSDARG00000113833	ortholog_one2many	ENSXETG00000034099	ortholog_one2one
ENSRNOG00000009772	ENSDARG00000115903	ortholog_one2many	ENSXETG00000034099	ortholog_one2one
ENSRNOG00000009772	ENSDARG00000075806	ortholog_one2many	ENSXETG00000034099	ortholog_one2one
ENSRNOG00000010278			ENSXETG00000049395	ortholog_one2one
ENSRNOG00000000066	ENSDARG00000027159	ortholog_one2one	ENSXETG00000049150	ortholog_one2one
ENSRNOG00000087637				
ENSRNOG00000091389				
ENSRNOG00000077249				
ENSRNOG00000057676	ENSDARG00000074968	ortholog_one2many	ENSXETG00000036763	ortholog_one2many
ENSRNOG00000023547				
ENSRNOG00000002353	ENSDARG00000044136	ortholog_one2one	ENSXETG00000002728	ortholog_one2one
ENSRNOG00000010353			ENSXETG00000021624	ortholog_one2many
ENSRNOG00000084630				
ENSRNOG00000080303				
ENSRNOG00000090186				
ENSRNOG00000083636				
ENSRNOG00000078810				
ENSRNOG00000075276				
ENSRNOG00000016262	ENSDARG00000077918	ortholog_one2one	ENSXETG00000025076	ortholog_one2one
ENSRNOG00000003191	ENSDARG00000062960	ortholog_one2many	ENSXETG00000019743	ortholog_one2many
ENSRNOG00000077397				
ENSRNOG00000054080	ENSDARG00000015805	ortholog_one2one	ENSXETG00000010876	ortholog_one2one
ENSRNOG00000009850	ENSDARG00000041006	ortholog_one2one	ENSXETG00000017913	ortholog_one2one
ENSRNOG00000075647				
ENSRNOG00000003479	ENSDARG00000024827	ortholog_one2one	ENSXETG00000040133	ortholog_one2one
ENSRNOG00000086298				
ENSRNOG00000063342				
ENSRNOG00000063780				
ENSRNOG00000004978	ENSDARG00000001782	ortholog_many2many	ENSXETG00000006462	ortholog_many2many
ENSRNOG00000004978	ENSDARG00000016809	ortholog_many2many	ENSXETG00000006462	ortholog_many2many
ENSRNOG00000004978	ENSDARG00000001782	ortholog_many2many	ENSXETG00000022849	ortholog_many2many
ENSRNOG00000004978	ENSDARG00000016809	ortholog_many2many	ENSXETG00000022849	ortholog_many2many
ENSRNOG00000062245	ENSDARG00000013333	ortholog_one2many	ENSXETG00000004886	ortholog_one2many
ENSRNOG00000002368	ENSDARG00000044134	ortholog_one2one	ENSXETG00000002726	ortholog_one2one
ENSRNOG00000085275				
ENSRNOG00000090037				
ENSRNOG00000075340				
ENSRNOG00000077029				
ENSRNOG00000075831				
ENSRNOG00000003461	ENSDARG00000020494	ortholog_one2one	ENSXETG00000014970	ortholog_one2one
ENSRNOG00000010702	ENSDARG00000035978	ortholog_one2one	ENSXETG00000021620	ortholog_one2one
ENSRNOG00000081953				
ENSRNOG00000075676				
ENSRNOG00000072337				
ENSRNOG00000075056				
ENSRNOG00000081576				
ENSRNOG00000049020				
ENSRNOG00000081050				
ENSRNOG00000065964				
ENSRNOG00000071456				
ENSRNOG00000002309	ENSDARG00000009134	ortholog_one2one	ENSXETG00000002734	ortholog_one2one
ENSRNOG00000085929				
ENSRNOG00000076002				
ENSRNOG00000082579				
ENSRNOG00000071618				
ENSRNOG00000083813				
ENSRNOG00000003176	ENSDARG00000069252	ortholog_one2one		
ENSRNOG00000079234				
ENSRNOG00000082864				
ENSRNOG00000088751				
ENSRNOG00000002983	ENSDARG00000061836	ortholog_one2many	ENSXETG00000016718	ortholog_one2one
ENSRNOG00000002983	ENSDARG00000043226	ortholog_one2many	ENSXETG00000016718	ortholog_one2one
ENSRNOG00000079431	ENSDARG00000003860	ortholog_one2many	ENSXETG00000012175	ortholog_one2many
ENSRNOG00000083200				
ENSRNOG00000087694				
ENSRNOG00000073536				
ENSRNOG00000037684	ENSDARG00000036493	ortholog_one2many		
ENSRNOG00000089015				
ENSRNOG00000022067			ENSXETG00000030446	ortholog_one2one
ENSRNOG00000089953	ENSDARG00000053650	ortholog_one2many	ENSXETG00000017708	ortholog_one2one
ENSRNOG00000089953	ENSDARG00000089042	ortholog_one2many	ENSXETG00000017708	ortholog_one2one
ENSRNOG00000072814				
ENSRNOG00000078189				
ENSRNOG00000023469	ENSDARG00000036493	ortholog_one2many		
ENSRNOG00000016432			ENSXETG00000025078	ortholog_one2one
ENSRNOG00000081442				
ENSRNOG00000001823	ENSDARG00000044514	ortholog_one2one	ENSXETG00000041175	ortholog_one2one
ENSRNOG00000069707			ENSXETG00000042208	ortholog_one2many
ENSRNOG00000086117				
ENSRNOG00000090847				
ENSRNOG00000071763				
ENSRNOG00000079067				
ENSRNOG00000054257	ENSDARG00000053468	ortholog_many2many	ENSXETG00000010850	ortholog_one2one
ENSRNOG00000054257	ENSDARG00000015502	ortholog_many2many	ENSXETG00000010850	ortholog_one2one
ENSRNOG00000054257	ENSDARG00000057138	ortholog_many2many	ENSXETG00000010850	ortholog_one2one
ENSRNOG00000048025	ENSDARG00000090788	ortholog_one2one	ENSXETG00000009642	ortholog_one2one
ENSRNOG00000067949				
ENSRNOG00000091279				
ENSRNOG00000079680	ENSDARG00000046024	ortholog_one2many	ENSXETG00000039408	ortholog_one2many
ENSRNOG00000084035				
ENSRNOG00000089500				
ENSRNOG00000031273			ENSXETG00000003912	ortholog_one2many
ENSRNOG00000066075				
ENSRNOG00000089832				
ENSRNOG00000002950			ENSXETG00000038725	ortholog_one2one
ENSRNOG00000064672				
ENSRNOG00000076120				
ENSRNOG00000033115	ENSDARG00000010516	ortholog_one2many	ENSXETG00000009802	ortholog_one2many
ENSRNOG00000077209				
ENSRNOG00000088671				
ENSRNOG00000088991				
ENSRNOG00000066862	ENSDARG00000009754	ortholog_one2many	ENSXETG00000000439	ortholog_one2many
ENSRNOG00000033940	ENSDARG00000013653	ortholog_one2one	ENSXETG00000039849	ortholog_one2one
ENSRNOG00000003635	ENSDARG00000044417	ortholog_one2one	ENSXETG00000042496	ortholog_one2one
ENSRNOG00000073754				
ENSRNOG00000078461	ENSDARG00000078653	ortholog_one2many	ENSXETG00000004047	ortholog_one2many
ENSRNOG00000070676				
ENSRNOG00000082810				
ENSRNOG00000082428				
ENSRNOG00000025031			ENSXETG00000017292	ortholog_many2many
ENSRNOG00000006846	ENSDARG00000026599	ortholog_one2many	ENSXETG00000040218	ortholog_one2one
ENSRNOG00000006846	ENSDARG00000038868	ortholog_one2many	ENSXETG00000040218	ortholog_one2one
ENSRNOG00000090706				
ENSRNOG00000088656				
ENSRNOG00000021499			ENSXETG00000004016	ortholog_many2many
ENSRNOG00000021499			ENSXETG00000048689	ortholog_many2many
ENSRNOG00000021499			ENSXETG00000024607	ortholog_many2many
ENSRNOG00000021499			ENSXETG00000047735	ortholog_many2many
ENSRNOG00000021499			ENSXETG00000009495	ortholog_many2many
ENSRNOG00000021499			ENSXETG00000044472	ortholog_many2many
ENSRNOG00000021499			ENSXETG00000049416	ortholog_many2many
ENSRNOG00000021499			ENSXETG00000019447	ortholog_many2many
ENSRNOG00000021499			ENSXETG00000048786	ortholog_many2many
ENSRNOG00000021499			ENSXETG00000009312	ortholog_many2many
ENSRNOG00000021499			ENSXETG00000038116	ortholog_many2many
ENSRNOG00000021499			ENSXETG00000013584	ortholog_many2many
ENSRNOG00000021499			ENSXETG00000037655	ortholog_many2many
ENSRNOG00000021499			ENSXETG00000010925	ortholog_many2many
ENSRNOG00000021499			ENSXETG00000047864	ortholog_many2many
ENSRNOG00000021499			ENSXETG00000010927	ortholog_many2many
ENSRNOG00000021499			ENSXETG00000043824	ortholog_many2many
ENSRNOG00000002914	ENSDARG00000010978	ortholog_one2one	ENSXETG00000033863	ortholog_one2one
ENSRNOG00000021420	ENSDARG00000074371	ortholog_one2one	ENSXETG00000038432	ortholog_one2many
ENSRNOG00000021420	ENSDARG00000074371	ortholog_one2one	ENSXETG00000047927	ortholog_one2many
ENSRNOG00000088367				
ENSRNOG00000073730				
ENSRNOG00000025372	ENSDARG00000005095	ortholog_one2many	ENSXETG00000007825	ortholog_one2one
ENSRNOG00000025372	ENSDARG00000068981	ortholog_one2many	ENSXETG00000007825	ortholog_one2one
ENSRNOG00000031855	ENSDARG00000008790	ortholog_one2one		
ENSRNOG00000084421				
ENSRNOG00000079811				
ENSRNOG00000074792				
ENSRNOG00000060379	ENSDARG00000099705	ortholog_one2one	ENSXETG00000000843	ortholog_one2one
ENSRNOG00000054840	ENSDARG00000021864	ortholog_one2many	ENSXETG00000023754	ortholog_one2many
ENSRNOG00000074249				
ENSRNOG00000048706			ENSXETG00000009648	ortholog_one2one
ENSRNOG00000076266				
ENSRNOG00000081703				
ENSRNOG00000002418	ENSDARG00000027087	ortholog_one2one	ENSXETG00000015347	ortholog_one2one
ENSRNOG00000079254				
ENSRNOG00000077963				
ENSRNOG00000013959	ENSDARG00000062448	ortholog_one2many	ENSXETG00000007811	ortholog_one2one
ENSRNOG00000013959	ENSDARG00000069030	ortholog_one2many	ENSXETG00000007811	ortholog_one2one
ENSRNOG00000080361				
ENSRNOG00000074329				
ENSRNOG00000085695				
ENSRNOG00000021484	ENSDARG00000025953	ortholog_one2many	ENSXETG00000022733	ortholog_one2many
ENSRNOG00000089874				
ENSRNOG00000072661				
ENSRNOG00000073154				
ENSRNOG00000010543	ENSDARG00000061124	ortholog_one2one	ENSXETG00000003920	ortholog_one2one
ENSRNOG00000083590				
ENSRNOG00000066479				
ENSRNOG00000089307				
ENSRNOG00000046468	ENSDARG00000074016	ortholog_one2one	ENSXETG00000030932	ortholog_one2one
ENSRNOG00000078983				
ENSRNOG00000079441				
ENSRNOG00000011480	ENSDARG00000077442	ortholog_one2one	ENSXETG00000004137	ortholog_one2one
ENSRNOG00000082358				
ENSRNOG00000001893	ENSDARG00000053404	ortholog_one2one	ENSXETG00000016092	ortholog_one2one
ENSRNOG00000085117				
ENSRNOG00000088531				
ENSRNOG00000079079				
ENSRNOG00000006859	ENSDARG00000010658	ortholog_one2many	ENSXETG00000013492	ortholog_one2many
ENSRNOG00000086153				
ENSRNOG00000007926	ENSDARG00000011851	ortholog_one2one	ENSXETG00000007809	ortholog_one2one
ENSRNOG00000075089				
ENSRNOG00000002378	ENSDARG00000043684	ortholog_one2one	ENSXETG00000002725	ortholog_one2one
ENSRNOG00000042152	ENSDARG00000009488	ortholog_one2one	ENSXETG00000013148	ortholog_one2one
ENSRNOG00000087012				
ENSRNOG00000067735				
ENSRNOG00000011543	ENSDARG00000078983	ortholog_one2one	ENSXETG00000003924	ortholog_one2one
ENSRNOG00000084319				
ENSRNOG00000088458				
ENSRNOG00000058074				
ENSRNOG00000088067				
ENSRNOG00000083268				
ENSRNOG00000079886				
ENSRNOG00000068345				
ENSRNOG00000073465				
ENSRNOG00000071087				
ENSRNOG00000068698				
ENSRNOG00000031997	ENSDARG00000062973	ortholog_one2one	ENSXETG00000008651	ortholog_one2one
ENSRNOG00000074456				
ENSRNOG00000006718	ENSDARG00000068562	ortholog_one2many	ENSXETG00000048096	ortholog_one2one
ENSRNOG00000006718	ENSDARG00000094896	ortholog_one2many	ENSXETG00000048096	ortholog_one2one
ENSRNOG00000053020				
ENSRNOG00000079976				
ENSRNOG00000059648				
ENSRNOG00000088172				
ENSRNOG00000083157				
ENSRNOG00000077203				
ENSRNOG00000060643				
ENSRNOG00000086645				
ENSRNOG00000078172				
ENSRNOG00000078767				
ENSRNOG00000011567	ENSDARG00000012674	ortholog_one2one	ENSXETG00000034725	ortholog_one2one
ENSRNOG00000048389	ENSDARG00000043962	ortholog_one2many		
ENSRNOG00000048389	ENSDARG00000088048	ortholog_one2many		
ENSRNOG00000053799				
ENSRNOG00000078595				
ENSRNOG00000061016				
ENSRNOG00000078769				
ENSRNOG00000090299				
ENSRNOG00000066677				
ENSRNOG00000082292				
ENSRNOG00000011945	ENSDARG00000044345	ortholog_one2one	ENSXETG00000004138	ortholog_one2one
ENSRNOG00000011789	ENSDARG00000061328	ortholog_one2one	ENSXETG00000000029	ortholog_one2one
ENSRNOG00000078288	ENSDARG00000089976	ortholog_one2many	ENSXETG00000036663	ortholog_one2many
ENSRNOG00000086329				
ENSRNOG00000048832				
ENSRNOG00000088710				
ENSRNOG00000084471				
ENSRNOG00000083920				
ENSRNOG00000084883				
ENSRNOG00000082098				
ENSRNOG00000002864	ENSDARG00000078238	ortholog_one2many	ENSXETG00000005594	ortholog_one2one
ENSRNOG00000002864	ENSDARG00000099164	ortholog_one2many	ENSXETG00000005594	ortholog_one2one
ENSRNOG00000057513				
ENSRNOG00000002393	ENSDARG00000060494	ortholog_one2one	ENSXETG00000002724	ortholog_one2one
ENSRNOG00000088267				
ENSRNOG00000007066	ENSDARG00000068557	ortholog_many2many	ENSXETG00000036447	ortholog_one2many
ENSRNOG00000007066	ENSDARG00000038869	ortholog_many2many	ENSXETG00000036447	ortholog_one2many
ENSRNOG00000031294	ENSDARG00000009830	ortholog_one2many	ENSXETG00000012164	ortholog_one2many
ENSRNOG00000051985			ENSXETG00000029504	ortholog_many2many
ENSRNOG00000051985			ENSXETG00000029422	ortholog_many2many
ENSRNOG00000051985			ENSXETG00000047007	ortholog_many2many
ENSRNOG00000051985			ENSXETG00000039991	ortholog_many2many
ENSRNOG00000051985			ENSXETG00000044803	ortholog_many2many
ENSRNOG00000051985			ENSXETG00000043292	ortholog_many2many
ENSRNOG00000051985			ENSXETG00000029556	ortholog_many2many
ENSRNOG00000087015				
ENSRNOG00000076063				
ENSRNOG00000010431	ENSDARG00000075826	ortholog_one2one	ENSXETG00000002979	ortholog_one2one
ENSRNOG00000059185			ENSXETG00000047271	ortholog_one2many
ENSRNOG00000059185			ENSXETG00000029621	ortholog_one2many
ENSRNOG00000054985				
ENSRNOG00000085327				
ENSRNOG00000055680			ENSXETG00000038658	ortholog_one2one
ENSRNOG00000089589	ENSDARG00000044011	ortholog_one2one	ENSXETG00000009649	ortholog_one2one
ENSRNOG00000087063				
ENSRNOG00000084431				
ENSRNOG00000004616	ENSDARG00000014329	ortholog_many2many		
ENSRNOG00000074928	ENSDARG00000086881	ortholog_one2one	ENSXETG00000041552	ortholog_one2one
ENSRNOG00000046959	ENSDARG00000035984	ortholog_one2one	ENSXETG00000021615	ortholog_one2one
ENSRNOG00000086464				
ENSRNOG00000089910				
ENSRNOG00000006120	ENSDARG00000068567	ortholog_one2many	ENSXETG00000045486	ortholog_one2one
ENSRNOG00000006120	ENSDARG00000038867	ortholog_one2many	ENSXETG00000045486	ortholog_one2one
ENSRNOG00000077995				
ENSRNOG00000055454	ENSDARG00000052575	ortholog_one2one		
ENSRNOG00000008340	ENSDARG00000111588	ortholog_one2one	ENSXETG00000030493	ortholog_one2one
ENSRNOG00000009950	ENSDARG00000079474	ortholog_one2one	ENSXETG00000031548	ortholog_one2one
ENSRNOG00000048969	ENSDARG00000060027	ortholog_one2one	ENSXETG00000021611	ortholog_one2one
ENSRNOG00000089570				
ENSRNOG00000022218	ENSDARG00000029720	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000095309	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000092361	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000093857	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000092634	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000075791	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000095673	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000107486	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000111120	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000010729	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000056501	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000015678	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000089661	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000094984	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000009673	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000002293	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000071361	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000094747	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000071355	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000060322	ortholog_many2many		
ENSRNOG00000022218	ENSDARG00000092883	ortholog_many2many		
ENSRNOG00000077775				
ENSRNOG00000073559				
ENSRNOG00000012690	ENSDARG00000055912	ortholog_one2one	ENSXETG00000004144	ortholog_one2one
ENSRNOG00000063806				
ENSRNOG00000077869				
ENSRNOG00000063807	ENSDARG00000077291	ortholog_one2many	ENSXETG00000007220	ortholog_one2many
ENSRNOG00000052707	ENSDARG00000006923	ortholog_one2many	ENSXETG00000005585	ortholog_one2one
ENSRNOG00000052707	ENSDARG00000037905	ortholog_one2many	ENSXETG00000005585	ortholog_one2one
ENSRNOG00000008353	ENSDARG00000015476	ortholog_one2one	ENSXETG00000007807	ortholog_one2one
ENSRNOG00000083833				
ENSRNOG00000076638				
ENSRNOG00000042702	ENSDARG00000055917	ortholog_one2one	ENSXETG00000034731	ortholog_one2one
ENSRNOG00000034183	ENSDARG00000025824	ortholog_one2many	ENSXETG00000005412	ortholog_one2many
ENSRNOG00000021872				
ENSRNOG00000080229				
ENSRNOG00000033217	ENSDARG00000077039	ortholog_one2many	ENSXETG00000032940	ortholog_one2one
ENSRNOG00000033217	ENSDARG00000076639	ortholog_one2many	ENSXETG00000032940	ortholog_one2one
ENSRNOG00000033217	ENSDARG00000100223	ortholog_one2many	ENSXETG00000032940	ortholog_one2one
ENSRNOG00000078392				
ENSRNOG00000059589	ENSDARG00000024092	ortholog_one2one	ENSXETG00000013512	ortholog_one2one
ENSRNOG00000075142				
ENSRNOG00000080351	ENSDARG00000009830	ortholog_one2many	ENSXETG00000012164	ortholog_one2many
ENSRNOG00000089351				
ENSRNOG00000072154				
ENSRNOG00000001506	ENSDARG00000052567	ortholog_one2one	ENSXETG00000031136	ortholog_one2one
ENSRNOG00000084076				
ENSRNOG00000083138				
ENSRNOG00000049994	ENSDARG00000029720	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000095309	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000092361	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000093857	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000092634	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000075791	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000095673	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000107486	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000111120	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000010729	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000056501	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000015678	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000089661	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000094984	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000009673	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000002293	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000071361	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000094747	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000071355	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000060322	ortholog_many2many		
ENSRNOG00000049994	ENSDARG00000092883	ortholog_many2many		
ENSRNOG00000003455				
ENSRNOG00000078842				
ENSRNOG00000033335	ENSDARG00000052565	ortholog_one2one	ENSXETG00000009626	ortholog_one2one
ENSRNOG00000033490			ENSXETG00000012656	ortholog_one2one
ENSRNOG00000076737				
ENSRNOG00000013718	ENSDARG00000073841	ortholog_one2one	ENSXETG00000004148	ortholog_one2one
ENSRNOG00000078704				
ENSRNOG00000085142				
ENSRNOG00000081788				
ENSRNOG00000005691	ENSDARG00000060035	ortholog_one2one	ENSXETG00000013506	ortholog_one2one
ENSRNOG00000009992	ENSDARG00000068587	ortholog_one2one		
ENSRNOG00000075557				
ENSRNOG00000088544				
ENSRNOG00000021782				
ENSRNOG00000082701				
ENSRNOG00000086683				
ENSRNOG00000010688	ENSDARG00000069361	ortholog_one2many	ENSXETG00000028009	ortholog_one2one
ENSRNOG00000010688	ENSDARG00000039626	ortholog_one2many	ENSXETG00000028009	ortholog_one2one
ENSRNOG00000081237				
ENSRNOG00000069526				
ENSRNOG00000082201				
ENSRNOG00000008424	ENSDARG00000041170	ortholog_one2one	ENSXETG00000007805	ortholog_one2one
ENSRNOG00000082263				
ENSRNOG00000010934				
ENSRNOG00000089203				
ENSRNOG00000075088				
ENSRNOG00000033844				
ENSRNOG00000087098				
ENSRNOG00000075597				
ENSRNOG00000071525				
ENSRNOG00000085097				
ENSRNOG00000075031				
ENSRNOG00000083982				
ENSRNOG00000029279	ENSDARG00000096975	ortholog_many2many		
ENSRNOG00000029279	ENSDARG00000102727	ortholog_many2many		
ENSRNOG00000029279	ENSDARG00000100953	ortholog_many2many		
ENSRNOG00000029279	ENSDARG00000004748	ortholog_many2many		
ENSRNOG00000029279	ENSDARG00000059026	ortholog_many2many		
ENSRNOG00000075688				
ENSRNOG00000028751	ENSDARG00000086017	ortholog_many2many	ENSXETG00000019442	ortholog_one2many
ENSRNOG00000028751	ENSDARG00000055076	ortholog_many2many	ENSXETG00000019442	ortholog_one2many
ENSRNOG00000078845				
ENSRNOG00000072942				
ENSRNOG00000052855				
ENSRNOG00000087277				
ENSRNOG00000023850	ENSDARG00000074996	ortholog_one2many	ENSXETG00000009190	ortholog_one2many
ENSRNOG00000007131	ENSDARG00000005606	ortholog_one2one	ENSXETG00000006582	ortholog_one2one
ENSRNOG00000004976	ENSDARG00000100401	ortholog_one2many	ENSXETG00000018304	ortholog_one2one
ENSRNOG00000004976	ENSDARG00000017615	ortholog_one2many	ENSXETG00000018304	ortholog_one2one
ENSRNOG00000057492	ENSDARG00000100318	ortholog_many2many	ENSXETG00000039462	ortholog_one2many
ENSRNOG00000057492	ENSDARG00000104104	ortholog_many2many	ENSXETG00000039462	ortholog_one2many
ENSRNOG00000057492	ENSDARG00000102909	ortholog_many2many	ENSXETG00000039462	ortholog_one2many
ENSRNOG00000091053				
ENSRNOG00000062336				
ENSRNOG00000054526				
ENSRNOG00000031675	ENSDARG00000004627	ortholog_one2one	ENSXETG00000014652	ortholog_one2one
ENSRNOG00000058732				
ENSRNOG00000090651				
ENSRNOG00000062806				
ENSRNOG00000051395				
ENSRNOG00000003185				
ENSRNOG00000009845	ENSDARG00000038900	ortholog_one2one	ENSXETG00000002983	ortholog_one2one
ENSRNOG00000083884				
ENSRNOG00000008757	ENSDARG00000027129	ortholog_one2one		
ENSRNOG00000072689				
ENSRNOG00000005042				
ENSRNOG00000088705				
ENSRNOG00000058362				
ENSRNOG00000075603				
ENSRNOG00000067690				
ENSRNOG00000059895				
ENSRNOG00000008620	ENSDARG00000036096	ortholog_one2many	ENSXETG00000007804	ortholog_one2one
ENSRNOG00000008620	ENSDARG00000010207	ortholog_one2many	ENSXETG00000007804	ortholog_one2one
ENSRNOG00000075065				
ENSRNOG00000028585				
ENSRNOG00000068247				
