Gene stable ID	Tropical clawed frog gene stable ID	Tropical clawed frog homology type
ENSDARG00000102713	ENSXETG00000045785	ortholog_one2many
ENSDARG00000011570	ENSXETG00000014200	ortholog_one2one
ENSDARG00000020079	ENSXETG00000030606	ortholog_one2one
ENSDARG00000035573	ENSXETG00000018174	ortholog_one2one
ENSDARG00000098486	ENSXETG00000004612	ortholog_one2one
ENSDARG00000016782	ENSXETG00000030011	ortholog_one2one
ENSDARG00000035532	ENSXETG00000038398	ortholog_one2one
ENSDARG00000074691	ENSXETG00000000796	ortholog_one2one
ENSDARG00000056978	ENSXETG00000032769	ortholog_one2one
ENSDARG00000090469	ENSXETG00000033540	ortholog_many2many
ENSDARG00000090469	ENSXETG00000005318	ortholog_many2many
ENSDARG00000104590		
ENSDARG00000096414		
ENSDARG00000068947		
ENSDARG00000061081		
ENSDARG00000018559	ENSXETG00000002669	ortholog_one2many
ENSDARG00000097859		
ENSDARG00000045804	ENSXETG00000046855	ortholog_one2many
ENSDARG00000116086		
ENSDARG00000091381		
ENSDARG00000095632		
ENSDARG00000041607		
ENSDARG00000012682	ENSXETG00000043593	ortholog_one2many
ENSDARG00000021046	ENSXETG00000020088	ortholog_one2one
ENSDARG00000040251	ENSXETG00000035558	ortholog_one2many
ENSDARG00000040251	ENSXETG00000008916	ortholog_one2many
ENSDARG00000037533	ENSXETG00000020534	ortholog_one2many
ENSDARG00000094655		
ENSDARG00000058260	ENSXETG00000016139	ortholog_one2one
ENSDARG00000095892		
ENSDARG00000097110		
ENSDARG00000101403		
ENSDARG00000103687	ENSXETG00000033540	ortholog_many2many
ENSDARG00000103687	ENSXETG00000005318	ortholog_many2many
ENSDARG00000102225	ENSXETG00000045785	ortholog_one2many
ENSDARG00000099470		
ENSDARG00000089050	ENSXETG00000041849	ortholog_many2many
ENSDARG00000089050	ENSXETG00000046797	ortholog_many2many
ENSDARG00000089050	ENSXETG00000045781	ortholog_many2many
ENSDARG00000079978	ENSXETG00000045308	ortholog_one2many
ENSDARG00000042970	ENSXETG00000037153	ortholog_one2one
ENSDARG00000097120		
ENSDARG00000002816	ENSXETG00000022942	ortholog_one2many
ENSDARG00000037532		
ENSDARG00000044900	ENSXETG00000030563	ortholog_one2many
ENSDARG00000018025	ENSXETG00000020557	ortholog_one2many
ENSDARG00000035970	ENSXETG00000043361	ortholog_one2one
ENSDARG00000069028		
ENSDARG00000092632		
ENSDARG00000009436	ENSXETG00000003125	ortholog_one2one
ENSDARG00000115256		
ENSDARG00000100509	ENSXETG00000040896	ortholog_many2many
ENSDARG00000100509	ENSXETG00000046338	ortholog_many2many
ENSDARG00000100509	ENSXETG00000043307	ortholog_many2many
ENSDARG00000100509	ENSXETG00000043861	ortholog_many2many
ENSDARG00000097313		
ENSDARG00000038114	ENSXETG00000010181	ortholog_one2one
ENSDARG00000093479		
ENSDARG00000102638	ENSXETG00000045785	ortholog_one2many
ENSDARG00000035895		
ENSDARG00000083189	ENSXETG00000003417	ortholog_one2one
ENSDARG00000105522		
ENSDARG00000103487		
ENSDARG00000092446		
ENSDARG00000078600		
ENSDARG00000061651	ENSXETG00000018177	ortholog_one2many
ENSDARG00000096514		
ENSDARG00000044387	ENSXETG00000048063	ortholog_one2one
ENSDARG00000027649	ENSXETG00000008263	ortholog_one2one
ENSDARG00000097721		
ENSDARG00000037353	ENSXETG00000001426	ortholog_one2many
ENSDARG00000054096		
ENSDARG00000031261	ENSXETG00000012553	ortholog_one2one
ENSDARG00000051761	ENSXETG00000007553	ortholog_one2one
ENSDARG00000100464		
ENSDARG00000101927		
ENSDARG00000028431	ENSXETG00000014810	ortholog_one2many
ENSDARG00000092109		
ENSDARG00000062510	ENSXETG00000035457	ortholog_one2one
ENSDARG00000020417		
ENSDARG00000091640		
ENSDARG00000012881	ENSXETG00000007364	ortholog_one2many
ENSDARG00000031214	ENSXETG00000021568	ortholog_one2many
ENSDARG00000056034	ENSXETG00000014598	ortholog_one2one
ENSDARG00000093816		
ENSDARG00000036094	ENSXETG00000007813	ortholog_one2many
ENSDARG00000104979		
ENSDARG00000057353	ENSXETG00000008426	ortholog_one2one
ENSDARG00000011373	ENSXETG00000013667	ortholog_one2many
ENSDARG00000060578	ENSXETG00000015299	ortholog_one2one
ENSDARG00000037455	ENSXETG00000010570	ortholog_one2one
ENSDARG00000096505		
ENSDARG00000054680	ENSXETG00000012803	ortholog_one2many
ENSDARG00000037285	ENSXETG00000021804	ortholog_one2many
ENSDARG00000042087	ENSXETG00000001057	ortholog_one2one
ENSDARG00000100460	ENSXETG00000045785	ortholog_one2many
ENSDARG00000088810		
ENSDARG00000097173		
ENSDARG00000015937		
ENSDARG00000092810	ENSXETG00000024154	ortholog_one2many
ENSDARG00000099930	ENSXETG00000021972	ortholog_one2one
ENSDARG00000102778		
ENSDARG00000076179	ENSXETG00000013886	ortholog_one2one
ENSDARG00000097921		
ENSDARG00000020031	ENSXETG00000042148	ortholog_one2many
ENSDARG00000074601	ENSXETG00000016861	ortholog_one2many
ENSDARG00000039430	ENSXETG00000044307	ortholog_one2many
ENSDARG00000099527	ENSXETG00000046335	ortholog_one2one
ENSDARG00000005274	ENSXETG00000009413	ortholog_one2one
ENSDARG00000054186	ENSXETG00000001355	ortholog_one2many
ENSDARG00000093691		
ENSDARG00000077883	ENSXETG00000045492	ortholog_one2one
ENSDARG00000062190	ENSXETG00000019677	ortholog_one2one
ENSDARG00000034823	ENSXETG00000016290	ortholog_one2one
ENSDARG00000020397	ENSXETG00000045742	ortholog_one2one
ENSDARG00000104084		
ENSDARG00000113562		
ENSDARG00000098623	ENSXETG00000035532	ortholog_one2one
ENSDARG00000095934		
ENSDARG00000095911		
ENSDARG00000036272		
ENSDARG00000096234	ENSXETG00000025709	ortholog_one2many
ENSDARG00000105566		
ENSDARG00000055750		
ENSDARG00000095607		
ENSDARG00000039652	ENSXETG00000040944	ortholog_one2one
ENSDARG00000004823	ENSXETG00000021791	ortholog_one2one
ENSDARG00000077038	ENSXETG00000013671	ortholog_one2many
ENSDARG00000096875		
ENSDARG00000070495	ENSXETG00000005416	ortholog_one2many
ENSDARG00000001676	ENSXETG00000013347	ortholog_one2one
ENSDARG00000045803	ENSXETG00000017772	ortholog_one2many
ENSDARG00000039041	ENSXETG00000024699	ortholog_one2one
ENSDARG00000087832	ENSXETG00000045778	ortholog_one2one
ENSDARG00000003293	ENSXETG00000035507	ortholog_one2many
ENSDARG00000060298	ENSXETG00000016467	ortholog_one2one
ENSDARG00000014927	ENSXETG00000043647	ortholog_one2one
ENSDARG00000058480	ENSXETG00000005776	ortholog_one2one
ENSDARG00000052997		
ENSDARG00000008637	ENSXETG00000009307	ortholog_one2one
ENSDARG00000040001	ENSXETG00000004391	ortholog_one2one
ENSDARG00000101726	ENSXETG00000039742	ortholog_one2many
ENSDARG00000010756		
ENSDARG00000097162		
ENSDARG00000092651	ENSXETG00000035637	ortholog_one2one
ENSDARG00000099793	ENSXETG00000039472	ortholog_one2many
ENSDARG00000075407		
ENSDARG00000042840	ENSXETG00000016463	ortholog_one2one
ENSDARG00000037914		
ENSDARG00000063051	ENSXETG00000000091	ortholog_one2one
ENSDARG00000096063		
ENSDARG00000063037	ENSXETG00000012042	ortholog_one2many
ENSDARG00000078992	ENSXETG00000009416	ortholog_one2many
ENSDARG00000058824	ENSXETG00000022060	ortholog_one2one
ENSDARG00000011259	ENSXETG00000016479	ortholog_one2many
ENSDARG00000059770	ENSXETG00000020491	ortholog_one2many
ENSDARG00000073858	ENSXETG00000033113	ortholog_one2one
ENSDARG00000009549	ENSXETG00000020830	ortholog_one2one
ENSDARG00000023988	ENSXETG00000015820	ortholog_one2one
ENSDARG00000003754	ENSXETG00000035060	ortholog_many2many
ENSDARG00000003754	ENSXETG00000040906	ortholog_many2many
ENSDARG00000114229		
ENSDARG00000102412	ENSXETG00000018066	ortholog_one2one
ENSDARG00000079840	ENSXETG00000018041	ortholog_one2many
ENSDARG00000031845	ENSXETG00000036035	ortholog_one2many
ENSDARG00000077852	ENSXETG00000032993	ortholog_one2one
ENSDARG00000096273		
ENSDARG00000062487	ENSXETG00000012932	ortholog_one2many
ENSDARG00000111367		
ENSDARG00000035101		
ENSDARG00000035715		
ENSDARG00000070657		
ENSDARG00000094057		
ENSDARG00000061635	ENSXETG00000020736	ortholog_one2one
ENSDARG00000056080	ENSXETG00000032747	ortholog_one2one
ENSDARG00000115571		
ENSDARG00000061806		
ENSDARG00000029907	ENSXETG00000047830	ortholog_one2one
ENSDARG00000099539		
ENSDARG00000105099	ENSXETG00000039738	ortholog_one2many
ENSDARG00000057209	ENSXETG00000008604	ortholog_one2many
ENSDARG00000022631		
ENSDARG00000002167	ENSXETG00000026334	ortholog_one2one
ENSDARG00000024740		
ENSDARG00000095671		
ENSDARG00000088842	ENSXETG00000011820	ortholog_one2one
ENSDARG00000097124		
ENSDARG00000093509		
ENSDARG00000079020	ENSXETG00000038910	ortholog_one2one
ENSDARG00000094603		
ENSDARG00000105524		
ENSDARG00000062002		
ENSDARG00000095707		
ENSDARG00000104801	ENSXETG00000019687	ortholog_one2one
ENSDARG00000110807		
ENSDARG00000096798		
ENSDARG00000011956		
ENSDARG00000103760	ENSXETG00000039756	ortholog_many2many
ENSDARG00000103760	ENSXETG00000005261	ortholog_many2many
ENSDARG00000103760	ENSXETG00000035235	ortholog_many2many
ENSDARG00000103760	ENSXETG00000040638	ortholog_many2many
ENSDARG00000103760	ENSXETG00000014574	ortholog_many2many
ENSDARG00000070542		
ENSDARG00000011418	ENSXETG00000047722	ortholog_one2one
ENSDARG00000043467		
ENSDARG00000024933	ENSXETG00000011392	ortholog_one2one
ENSDARG00000097465	ENSXETG00000037712	ortholog_one2one
ENSDARG00000042980		
ENSDARG00000035985	ENSXETG00000014708	ortholog_one2many
ENSDARG00000097733		
ENSDARG00000076994	ENSXETG00000024325	ortholog_one2one
ENSDARG00000010957	ENSXETG00000003381	ortholog_one2many
ENSDARG00000056239	ENSXETG00000004079	ortholog_one2one
ENSDARG00000026845		
ENSDARG00000059231		
ENSDARG00000042859	ENSXETG00000043966	ortholog_one2many
ENSDARG00000052648	ENSXETG00000047187	ortholog_one2one
ENSDARG00000036190	ENSXETG00000014807	ortholog_one2one
ENSDARG00000070541	ENSXETG00000042520	ortholog_one2one
ENSDARG00000098245	ENSXETG00000019690	ortholog_one2one
ENSDARG00000028581	ENSXETG00000017024	ortholog_one2one
ENSDARG00000091512	ENSXETG00000004078	ortholog_one2one
ENSDARG00000100073		
ENSDARG00000059616	ENSXETG00000049108	ortholog_one2one
ENSDARG00000111615		
ENSDARG00000059131	ENSXETG00000032359	ortholog_one2one
ENSDARG00000000151	ENSXETG00000024399	ortholog_one2many
ENSDARG00000042621	ENSXETG00000010174	ortholog_one2many
ENSDARG00000029751	ENSXETG00000031465	ortholog_one2many
ENSDARG00000112426		
ENSDARG00000092537		
ENSDARG00000087352	ENSXETG00000008299	ortholog_one2one
ENSDARG00000042470		
ENSDARG00000100869		
ENSDARG00000058032	ENSXETG00000041659	ortholog_one2one
ENSDARG00000075330		
ENSDARG00000092950		
ENSDARG00000045331	ENSXETG00000010376	ortholog_one2one
ENSDARG00000015722	ENSXETG00000016053	ortholog_one2one
ENSDARG00000012125	ENSXETG00000009833	ortholog_one2many
ENSDARG00000042990		
ENSDARG00000007382	ENSXETG00000039558	ortholog_one2many
ENSDARG00000094417		
ENSDARG00000036499		
ENSDARG00000097813		
ENSDARG00000068483	ENSXETG00000016864	ortholog_one2many
ENSDARG00000055885	ENSXETG00000023381	ortholog_one2one
ENSDARG00000042982		
ENSDARG00000011989		
ENSDARG00000021324	ENSXETG00000024501	ortholog_one2one
ENSDARG00000068128		
ENSDARG00000007808	ENSXETG00000003436	ortholog_one2many
ENSDARG00000100363	ENSXETG00000022216	ortholog_one2one
ENSDARG00000087509		
ENSDARG00000032010	ENSXETG00000012024	ortholog_one2one
ENSDARG00000011079	ENSXETG00000009920	ortholog_one2one
ENSDARG00000060130		
ENSDARG00000007867	ENSXETG00000025161	ortholog_one2one
ENSDARG00000078125	ENSXETG00000042098	ortholog_one2one
ENSDARG00000062304	ENSXETG00000004025	ortholog_one2many
ENSDARG00000039999		
ENSDARG00000036549	ENSXETG00000044392	ortholog_one2one
ENSDARG00000074169	ENSXETG00000042004	ortholog_one2one
ENSDARG00000060841	ENSXETG00000016008	ortholog_one2one
ENSDARG00000039914		
ENSDARG00000060584		
ENSDARG00000003395		
ENSDARG00000042526	ENSXETG00000046444	ortholog_one2many
ENSDARG00000042526	ENSXETG00000038906	ortholog_one2many
ENSDARG00000042526	ENSXETG00000009100	ortholog_one2many
ENSDARG00000042526	ENSXETG00000030966	ortholog_one2many
ENSDARG00000071021	ENSXETG00000009264	ortholog_one2many
ENSDARG00000039455	ENSXETG00000002840	ortholog_one2one
ENSDARG00000116181	ENSXETG00000040896	ortholog_many2many
ENSDARG00000116181	ENSXETG00000046338	ortholog_many2many
ENSDARG00000116181	ENSXETG00000043307	ortholog_many2many
ENSDARG00000116181	ENSXETG00000043861	ortholog_many2many
ENSDARG00000055639	ENSXETG00000025105	ortholog_one2one
ENSDARG00000068637	ENSXETG00000034626	ortholog_many2many
ENSDARG00000068637	ENSXETG00000039262	ortholog_many2many
ENSDARG00000068637	ENSXETG00000011986	ortholog_many2many
ENSDARG00000078508	ENSXETG00000014993	ortholog_one2one
ENSDARG00000091029	ENSXETG00000021083	ortholog_one2one
ENSDARG00000045638	ENSXETG00000022751	ortholog_one2one
ENSDARG00000009783	ENSXETG00000012022	ortholog_one2one
ENSDARG00000097433		
ENSDARG00000015546	ENSXETG00000023244	ortholog_one2one
ENSDARG00000105557		
ENSDARG00000076434	ENSXETG00000021688	ortholog_one2many
ENSDARG00000099996	ENSXETG00000020040	ortholog_one2many
ENSDARG00000033706	ENSXETG00000004222	ortholog_one2one
ENSDARG00000092770		
ENSDARG00000002831		
ENSDARG00000069018	ENSXETG00000005661	ortholog_one2one
ENSDARG00000093594		
ENSDARG00000040881	ENSXETG00000018321	ortholog_one2many
ENSDARG00000058672		
ENSDARG00000033771	ENSXETG00000012023	ortholog_one2one
ENSDARG00000096550		
ENSDARG00000036501	ENSXETG00000032443	ortholog_one2many
ENSDARG00000006719	ENSXETG00000004219	ortholog_one2many
ENSDARG00000096494		
ENSDARG00000076236	ENSXETG00000007146	ortholog_one2many
ENSDARG00000101532	ENSXETG00000042210	ortholog_one2many
ENSDARG00000096477		
ENSDARG00000079191	ENSXETG00000024874	ortholog_many2many
ENSDARG00000091936		
ENSDARG00000035533	ENSXETG00000008524	ortholog_one2many
ENSDARG00000099180		
ENSDARG00000101062	ENSXETG00000033587	ortholog_one2one
ENSDARG00000104549	ENSXETG00000019547	ortholog_one2many
ENSDARG00000094611		
ENSDARG00000079671	ENSXETG00000008215	ortholog_one2many
ENSDARG00000105626		
ENSDARG00000068951		
ENSDARG00000099669		
ENSDARG00000093840		
ENSDARG00000043309		
ENSDARG00000014050	ENSXETG00000016618	ortholog_one2many
ENSDARG00000031095	ENSXETG00000012240	ortholog_one2one
ENSDARG00000073792	ENSXETG00000000402	ortholog_one2many
ENSDARG00000097514		
ENSDARG00000097877		
ENSDARG00000078803	ENSXETG00000016415	ortholog_one2one
ENSDARG00000101051	ENSXETG00000036397	ortholog_many2many
ENSDARG00000012796	ENSXETG00000014875	ortholog_one2one
ENSDARG00000094262		
ENSDARG00000061737	ENSXETG00000044790	ortholog_one2one
ENSDARG00000001686	ENSXETG00000041965	ortholog_one2many
ENSDARG00000068275	ENSXETG00000012244	ortholog_one2many
ENSDARG00000060661	ENSXETG00000009616	ortholog_one2one
ENSDARG00000076920	ENSXETG00000031992	ortholog_one2one
ENSDARG00000056566	ENSXETG00000014601	ortholog_one2one
ENSDARG00000104422		
ENSDARG00000006615	ENSXETG00000008000	ortholog_one2many
ENSDARG00000003091	ENSXETG00000018182	ortholog_many2many
ENSDARG00000003091	ENSXETG00000047757	ortholog_many2many
ENSDARG00000093480	ENSXETG00000007554	ortholog_one2many
ENSDARG00000095507		
ENSDARG00000045802	ENSXETG00000007569	ortholog_one2one
ENSDARG00000038709	ENSXETG00000010030	ortholog_one2many
ENSDARG00000100013	ENSXETG00000023447	ortholog_one2one
ENSDARG00000078649		
ENSDARG00000094160		
ENSDARG00000088762		
ENSDARG00000055561		
ENSDARG00000005327		
ENSDARG00000086790	ENSXETG00000022399	ortholog_one2one
ENSDARG00000076262	ENSXETG00000047635	ortholog_one2one
ENSDARG00000088078		
ENSDARG00000025302	ENSXETG00000010185	ortholog_one2many
ENSDARG00000062672		
ENSDARG00000035555		
ENSDARG00000097752		
ENSDARG00000076571	ENSXETG00000025407	ortholog_one2one
ENSDARG00000042684	ENSXETG00000020033	ortholog_one2one
ENSDARG00000069961	ENSXETG00000043300	ortholog_one2many
ENSDARG00000105119		
ENSDARG00000078217		
ENSDARG00000035910	ENSXETG00000018651	ortholog_one2many
ENSDARG00000075846	ENSXETG00000014462	ortholog_one2many
ENSDARG00000041896	ENSXETG00000013034	ortholog_one2one
ENSDARG00000014967	ENSXETG00000012583	ortholog_many2many
ENSDARG00000014967	ENSXETG00000024588	ortholog_many2many
ENSDARG00000014967	ENSXETG00000013641	ortholog_many2many
ENSDARG00000003866	ENSXETG00000023543	ortholog_one2one
ENSDARG00000052712	ENSXETG00000001690	ortholog_one2one
ENSDARG00000029100	ENSXETG00000010005	ortholog_one2one
ENSDARG00000103067	ENSXETG00000011460	ortholog_one2one
ENSDARG00000092140		
ENSDARG00000076490	ENSXETG00000011061	ortholog_one2one
ENSDARG00000030967		
ENSDARG00000075012	ENSXETG00000011875	ortholog_one2one
ENSDARG00000074426		
ENSDARG00000098952	ENSXETG00000000673	ortholog_one2one
ENSDARG00000055400	ENSXETG00000031168	ortholog_one2many
ENSDARG00000070317		
ENSDARG00000061099	ENSXETG00000004390	ortholog_one2many
ENSDARG00000111518		
ENSDARG00000086847	ENSXETG00000038649	ortholog_one2many
ENSDARG00000086060	ENSXETG00000001353	ortholog_one2one
ENSDARG00000102517	ENSXETG00000030508	ortholog_one2many
ENSDARG00000035578		
ENSDARG00000110769	ENSXETG00000042118	ortholog_many2many
ENSDARG00000110769	ENSXETG00000041726	ortholog_many2many
ENSDARG00000038384	ENSXETG00000047373	ortholog_one2one
ENSDARG00000095322	ENSXETG00000038567	ortholog_many2many
ENSDARG00000094903	ENSXETG00000040896	ortholog_many2many
ENSDARG00000094903	ENSXETG00000046338	ortholog_many2many
ENSDARG00000094903	ENSXETG00000043307	ortholog_many2many
ENSDARG00000094903	ENSXETG00000043861	ortholog_many2many
ENSDARG00000100090		
ENSDARG00000030241		
ENSDARG00000036473	ENSXETG00000043778	ortholog_one2one
ENSDARG00000003244		
ENSDARG00000069402	ENSXETG00000030410	ortholog_one2many
ENSDARG00000015902	ENSXETG00000004431	ortholog_one2one
ENSDARG00000062137	ENSXETG00000014393	ortholog_one2many
ENSDARG00000099791	ENSXETG00000021812	ortholog_one2many
ENSDARG00000074561	ENSXETG00000039254	ortholog_one2many
ENSDARG00000079327		
ENSDARG00000060349	ENSXETG00000021311	ortholog_one2one
ENSDARG00000044601	ENSXETG00000004521	ortholog_one2one
ENSDARG00000068255	ENSXETG00000021874	ortholog_one2one
ENSDARG00000095944		
ENSDARG00000042864	ENSXETG00000046823	ortholog_one2one
ENSDARG00000099674		
ENSDARG00000093831	ENSXETG00000040896	ortholog_many2many
ENSDARG00000093831	ENSXETG00000046338	ortholog_many2many
ENSDARG00000093831	ENSXETG00000043307	ortholog_many2many
ENSDARG00000093831	ENSXETG00000043861	ortholog_many2many
ENSDARG00000114493		
ENSDARG00000097057		
ENSDARG00000033451	ENSXETG00000023151	ortholog_one2one
ENSDARG00000006766	ENSXETG00000023043	ortholog_one2one
ENSDARG00000045856	ENSXETG00000049430	ortholog_one2many
ENSDARG00000030087		
ENSDARG00000016771	ENSXETG00000011814	ortholog_one2many
ENSDARG00000016771	ENSXETG00000037435	ortholog_one2many
ENSDARG00000034572	ENSXETG00000015784	ortholog_one2one
ENSDARG00000089026		
ENSDARG00000001913	ENSXETG00000011667	ortholog_one2many
ENSDARG00000005458	ENSXETG00000006434	ortholog_one2many
ENSDARG00000092290	ENSXETG00000039968	ortholog_one2one
ENSDARG00000096832		
ENSDARG00000110852	ENSXETG00000040896	ortholog_many2many
ENSDARG00000110852	ENSXETG00000046338	ortholog_many2many
ENSDARG00000110852	ENSXETG00000043307	ortholog_many2many
ENSDARG00000110852	ENSXETG00000043861	ortholog_many2many
ENSDARG00000026941	ENSXETG00000001389	ortholog_one2one
ENSDARG00000021938		
ENSDARG00000099767		
ENSDARG00000069583	ENSXETG00000026681	ortholog_one2one
ENSDARG00000014646	ENSXETG00000036549	ortholog_one2one
ENSDARG00000070512	ENSXETG00000048844	ortholog_one2one
ENSDARG00000043446	ENSXETG00000012127	ortholog_one2one
ENSDARG00000097478		
ENSDARG00000079340	ENSXETG00000022438	ortholog_many2many
ENSDARG00000079340	ENSXETG00000042714	ortholog_many2many
ENSDARG00000079340	ENSXETG00000033045	ortholog_many2many
ENSDARG00000079340	ENSXETG00000022931	ortholog_many2many
ENSDARG00000079340	ENSXETG00000036546	ortholog_many2many
ENSDARG00000040118		
ENSDARG00000104207	ENSXETG00000021820	ortholog_one2many
ENSDARG00000070553	ENSXETG00000014707	ortholog_one2one
ENSDARG00000092968	ENSXETG00000040896	ortholog_many2many
ENSDARG00000092968	ENSXETG00000046338	ortholog_many2many
ENSDARG00000092968	ENSXETG00000043307	ortholog_many2many
ENSDARG00000092968	ENSXETG00000043861	ortholog_many2many
ENSDARG00000055099	ENSXETG00000041368	ortholog_one2one
ENSDARG00000052649	ENSXETG00000004027	ortholog_one2one
ENSDARG00000102453	ENSXETG00000007555	ortholog_one2many
ENSDARG00000018757	ENSXETG00000009617	ortholog_one2one
ENSDARG00000070504	ENSXETG00000012403	ortholog_one2many
ENSDARG00000096621	ENSXETG00000042210	ortholog_one2many
ENSDARG00000086222	ENSXETG00000004015	ortholog_one2many
ENSDARG00000043792	ENSXETG00000045785	ortholog_one2many
ENSDARG00000069030	ENSXETG00000007811	ortholog_one2many
ENSDARG00000087084		
ENSDARG00000043232		
ENSDARG00000043443	ENSXETG00000013891	ortholog_one2one
ENSDARG00000035832		
ENSDARG00000009285	ENSXETG00000003870	ortholog_one2one
ENSDARG00000044375	ENSXETG00000018386	ortholog_one2one
ENSDARG00000098015		
ENSDARG00000097715		
ENSDARG00000076796	ENSXETG00000033070	ortholog_one2one
ENSDARG00000061235	ENSXETG00000001813	ortholog_one2one
ENSDARG00000099379	ENSXETG00000002442	ortholog_one2many
ENSDARG00000092345		
ENSDARG00000091994	ENSXETG00000042118	ortholog_many2many
ENSDARG00000091994	ENSXETG00000041726	ortholog_many2many
ENSDARG00000092856		
ENSDARG00000053854		
ENSDARG00000060438	ENSXETG00000015786	ortholog_one2one
ENSDARG00000033089		
ENSDARG00000006392	ENSXETG00000021118	ortholog_one2one
ENSDARG00000103278		
ENSDARG00000079502	ENSXETG00000032419	ortholog_one2many
ENSDARG00000079502	ENSXETG00000015660	ortholog_one2many
ENSDARG00000094683		
ENSDARG00000006892	ENSXETG00000018850	ortholog_one2one
ENSDARG00000034785	ENSXETG00000015905	ortholog_one2many
ENSDARG00000054655	ENSXETG00000042210	ortholog_one2many
ENSDARG00000033161	ENSXETG00000035728	ortholog_one2many
ENSDARG00000001754		
ENSDARG00000097619		
ENSDARG00000102392		
ENSDARG00000057058	ENSXETG00000006618	ortholog_one2many
ENSDARG00000101946	ENSXETG00000040896	ortholog_many2many
ENSDARG00000101946	ENSXETG00000046338	ortholog_many2many
ENSDARG00000101946	ENSXETG00000043307	ortholog_many2many
ENSDARG00000101946	ENSXETG00000043861	ortholog_many2many
ENSDARG00000092232		
ENSDARG00000041226	ENSXETG00000021312	ortholog_one2one
ENSDARG00000026048	ENSXETG00000006262	ortholog_one2many
ENSDARG00000103382		
ENSDARG00000021806	ENSXETG00000009274	ortholog_one2one
ENSDARG00000055255	ENSXETG00000020679	ortholog_one2one
ENSDARG00000097533		
ENSDARG00000104597		
ENSDARG00000062630	ENSXETG00000007515	ortholog_one2one
ENSDARG00000076891	ENSXETG00000001824	ortholog_one2one
ENSDARG00000096769		
ENSDARG00000015807	ENSXETG00000043902	ortholog_one2one
ENSDARG00000019000	ENSXETG00000018689	ortholog_one2one
ENSDARG00000051836	ENSXETG00000020613	ortholog_one2many
ENSDARG00000095956		
ENSDARG00000025608	ENSXETG00000024111	ortholog_one2many
ENSDARG00000092708		
ENSDARG00000069044	ENSXETG00000013131	ortholog_one2one
ENSDARG00000074656	ENSXETG00000008914	ortholog_many2many
ENSDARG00000074656	ENSXETG00000035861	ortholog_many2many
ENSDARG00000075817	ENSXETG00000021314	ortholog_one2one
ENSDARG00000012275	ENSXETG00000033325	ortholog_one2one
ENSDARG00000017591	ENSXETG00000017135	ortholog_one2many
ENSDARG00000105261	ENSXETG00000021325	ortholog_one2one
ENSDARG00000088073	ENSXETG00000005660	ortholog_one2one
ENSDARG00000069956	ENSXETG00000037689	ortholog_one2one
ENSDARG00000068130	ENSXETG00000006261	ortholog_one2one
ENSDARG00000044718	ENSXETG00000019578	ortholog_one2one
ENSDARG00000016318	ENSXETG00000001505	ortholog_one2one
ENSDARG00000040224	ENSXETG00000032376	ortholog_one2one
ENSDARG00000031875	ENSXETG00000015979	ortholog_one2many
ENSDARG00000079274		
ENSDARG00000037432		
ENSDARG00000030961	ENSXETG00000006260	ortholog_one2one
ENSDARG00000104835		
ENSDARG00000089225	ENSXETG00000017224	ortholog_one2one
ENSDARG00000075048	ENSXETG00000035756	ortholog_one2one
ENSDARG00000076788		
ENSDARG00000103100		
ENSDARG00000096503		
ENSDARG00000115029		
ENSDARG00000020301	ENSXETG00000006216	ortholog_one2one
ENSDARG00000017565	ENSXETG00000033235	ortholog_one2one
ENSDARG00000092610		
ENSDARG00000018257	ENSXETG00000021173	ortholog_one2one
ENSDARG00000079264	ENSXETG00000021585	ortholog_one2one
ENSDARG00000093282		
ENSDARG00000041257		
ENSDARG00000102031		
ENSDARG00000061017		
ENSDARG00000101155		
ENSDARG00000035339		
ENSDARG00000070266	ENSXETG00000030204	ortholog_one2one
ENSDARG00000056557	ENSXETG00000019682	ortholog_one2one
ENSDARG00000087599	ENSXETG00000031472	ortholog_one2one
ENSDARG00000092039		
ENSDARG00000074509		
ENSDARG00000098087	ENSXETG00000042118	ortholog_many2many
ENSDARG00000098087	ENSXETG00000041726	ortholog_many2many
ENSDARG00000010481	ENSXETG00000030733	ortholog_one2many
ENSDARG00000020053	ENSXETG00000046340	ortholog_one2one
ENSDARG00000021143	ENSXETG00000016983	ortholog_one2one
ENSDARG00000063031	ENSXETG00000000070	ortholog_one2one
ENSDARG00000093741		
ENSDARG00000040799	ENSXETG00000035728	ortholog_one2many
ENSDARG00000095967		
ENSDARG00000092742		
ENSDARG00000042525	ENSXETG00000010153	ortholog_one2one
ENSDARG00000103966		
ENSDARG00000093484		
ENSDARG00000007654	ENSXETG00000031364	ortholog_one2many
ENSDARG00000105547		
ENSDARG00000013460	ENSXETG00000020260	ortholog_one2many
ENSDARG00000026198	ENSXETG00000012582	ortholog_one2one
ENSDARG00000075016	ENSXETG00000041499	ortholog_many2many
ENSDARG00000075016	ENSXETG00000045691	ortholog_many2many
ENSDARG00000092452		
ENSDARG00000005364	ENSXETG00000021607	ortholog_one2many
ENSDARG00000016447	ENSXETG00000027086	ortholog_one2one
ENSDARG00000054060	ENSXETG00000017818	ortholog_one2one
ENSDARG00000007912	ENSXETG00000038251	ortholog_one2one
ENSDARG00000099749	ENSXETG00000021323	ortholog_one2many
ENSDARG00000060596	ENSXETG00000007026	ortholog_one2one
