EntrezGeneID,GeneSymbol,TranscriptsNumber,UniqueExonsPerGene,MaxExonPerTranscript
57393,CLTRN,1,6,6
57396,CLK4,1,13,13
57402,S100A14,1,4,4
57403,RAB22A,1,7,7
57404,CYP20A1,13,20,13
57405,SPC25,1,7,7
57406,ABHD6,2,11,10
57407,NMRAL1,6,18,7
57408,LRTM1,2,4,3
57409,MIF4GD,11,13,7
57410,SCYL1,2,19,18
57412,AS3MT,1,11,11
57413,TMIGD3,3,8,6
57414,RHBDD2,6,9,6
57415,C3orf14,4,9,6
57418,WDR18,3,15,13
57419,SLC24A3,1,17,17
57446,NDRG3,2,16,16
57447,NDRG2,27,42,17
57448,BIRC6,1,74,74
57449,PLEKHG5,8,30,22
57451,TENM2,4,33,30
57452,GALNT16,2,16,16
57453,DSCAML1,3,36,33
57455,REXO1,1,16,16
57456,KIAA1143,2,6,3
57458,TMCC3,2,5,4
57459,GATAD2B,1,11,11
57460,PPM1H,1,10,10
57461,ISY1,2,12,12
57462,MYORG,1,2,2
57463,AMIGO1,1,2,2
57464,STRIP2,2,22,21
57465,TBC1D24,2,8,8
57466,SCAF4,3,21,20
57467,HHATL,1,12,12
57468,SLC12A5,2,27,26
57469,PNMA8B,1,1,1
57470,LRRC47,1,7,7
57471,ERMN,5,9,4
57472,CNOT6,3,15,12
57473,ZNF512B,1,17,17
57474,ZNF490,1,5,5
57475,PLEKHH1,1,29,29
57476,GRAMD1B,9,32,21
57477,SHROOM4,1,9,9
57478,USP31,1,16,16
57479,PRR12,1,14,14
57480,PLEKHG1,10,25,18
57481,KIAA1210,1,14,14
57482,CRACD,1,11,11
57484,RNF150,1,7,7
57486,NLN,1,13,13
57488,ESYT2,2,23,23
57489,ODF2L,9,24,18
57491,AHRR,2,12,12
57492,ARID1B,3,26,21
57493,HEG1,1,17,17
57494,RIMKLB,7,11,7
57495,NWD2,1,7,7
57496,MRTFB,13,28,17
57497,LRFN2,1,3,3
57498,KIDINS220,14,37,30
57501,KIAA1257,5,26,16
57502,NLGN4X,4,10,7
57504,MTA3,6,23,18
57505,AARS2,1,22,22
57506,MAVS,2,10,7
57507,ZNF608,1,9,9
57508,INTS2,3,27,25
57509,MTUS1,12,24,16
57510,XPO5,1,32,32
57511,COG6,2,20,19
57512,GPR158,1,11,11
57513,CASKIN2,2,21,20
57514,ARHGAP31,1,12,12
57515,SERINC1,1,10,10
57519,STARD9,1,33,33
57520,HECW2,3,32,29
57521,RPTOR,2,34,34
57522,SRGAP1,2,23,22
57523,NYNRIN,1,9,9
57524,CASKIN1,1,20,20
57526,PCDH19,3,7,6
57528,KCTD16,3,5,4
57529,RTL9,1,4,4
57530,CGN,1,21,21
57531,HACE1,11,26,24
57532,NUFIP2,1,4,4
57533,TBC1D14,5,19,14
57534,MIB1,1,21,21
57535,KIAA1324,4,27,22
57536,KIAA1328,5,16,11
57537,SORCS2,1,27,27
57538,ALPK3,1,14,14
57539,WDR35,2,28,28
57540,DISP3,1,21,21
57541,ZNF398,2,9,7
57542,KLHL42,1,3,3
57544,TXNDC16,2,24,21
57545,CC2D2A,3,42,38
57546,PDP2,8,6,3
57547,ZNF624,1,6,6
57549,IGSF9,2,22,21
57551,TAOK1,2,20,20
57552,NCEH1,4,8,5
57553,MICAL3,3,38,32
57554,LRRC7,10,36,27
57555,NLGN2,1,7,7
57556,SEMA6A,2,20,20
57558,USP35,1,11,11
57559,STAMBPL1,1,11,11
57560,IFT80,3,24,21
57561,ARRDC3,4,9,8
57562,CEP126,2,14,12
57563,KLHL8,4,12,10
57565,KLHL14,1,9,9
57567,ZNF319,1,2,2
57568,SIPA1L2,1,21,21
57569,ARHGAP20,5,20,16
57570,TRMT5,3,7,5
57571,CARNS1,2,11,10
57572,DOCK6,2,49,49
57573,ZNF471,2,7,5
57574,MARCHF4,1,4,4
57575,PCDH10,2,6,5
57576,KIF17,3,17,15
57577,CCDC191,3,18,17
57578,UNC79,2,101,51
57579,FAM135A,21,34,24
57580,PREX1,1,40,40
57582,KCNT1,2,33,31
57583,TMEM181,1,17,17
57584,ARHGAP21,10,33,28
57585,CRAMP1,1,21,21
57586,SYT13,2,8,8
57587,CFAP97,2,7,5
57589,RIC1,3,27,26
57590,WDFY1,1,12,12
57591,MRTFA,5,18,15
57592,ZNF687,3,11,10
57593,EBF4,1,18,18
57594,HOMEZ,1,2,2
57595,PDZD4,6,12,9
57596,BEGAIN,2,8,7
57597,BAHCC1,1,28,28
57599,WDR48,7,27,20
57600,FNIP2,4,21,18
57602,USP36,1,21,21
57604,TRMT9B,2,7,5
57605,PITPNM2,2,27,25
57606,SLAIN2,1,8,8
57608,JCAD,4,7,5
57609,DIP2B,1,38,38
57610,RANBP10,4,18,17
57611,ISLR2,4,7,4
57613,FAM234B,1,13,13
57614,RELCH,7,37,31
57615,ZNF492,1,4,4
57616,TSHZ3,1,2,2
57617,VPS18,1,5,5
57619,SHROOM3,1,11,11
57620,STIM2,3,15,13
57621,ZBTB2,1,3,3
57622,LRFN1,1,2,2
57623,ZFAT,6,18,17
57624,NYAP2,2,10,8
57626,KLHL1,2,13,11
57628,DPP10,15,40,27
57630,SH3RF1,1,12,12
57631,LRCH2,2,22,21
57633,LRRN1,3,4,3
57634,EP400,1,53,53
57636,ARHGAP23,1,24,24
57639,CCDC146,1,19,19
57642,COL20A1,1,36,36
57643,ZSWIM5,1,14,14
57644,MYH7B,1,45,45
57645,POGK,2,7,6
57646,USP28,22,30,27
57647,DHX37,1,27,27
57648,KIAA1522,4,9,7
57649,PHF12,3,17,15
57650,CIP2A,1,21,21
57654,UVSSA,3,16,14
57655,GRAMD1A,5,25,20
57657,HCN3,1,8,8
57658,CALCOCO1,2,16,15
57659,ZBTB4,2,8,4
57661,PHRF1,4,39,18
57662,CAMSAP3,2,19,19
57663,USP29,1,4,4
57664,PLEKHA4,2,20,20
57665,RDH14,1,2,2
57666,FBRSL1,2,21,19
57669,EPB41L5,6,31,25
57670,KIAA1549,2,21,20
57673,BEND3,2,7,5
57674,RNF213,2,69,68
57677,ZFP14,2,6,5
57678,GPAM,2,23,22
57679,ALS2,2,35,34
57680,CHD8,2,40,38
57683,ZDBF2,3,15,7
57684,ZBTB26,3,5,2
57685,CACHD1,2,29,27
57687,VAT1L,1,9,9
57688,ZSWIM6,1,14,14
57689,LRRC4C,2,9,7
57690,TNRC6C,2,23,22
57691,KIAA1586,4,8,4
57692,MAGEE1,1,1,1
57693,ZNF317,2,7,7
57695,USP37,1,26,26
57696,DDX55,1,14,14
57697,FANCM,3,24,23
57698,SHTN1,5,22,18
57699,CPNE5,5,26,21
57700,FAM160B1,2,18,17
57701,NCKAP5L,2,14,14
57703,CWC22,1,20,20
57704,GBA2,2,18,17
57705,WDFY4,3,65,62
57706,DENND1A,7,27,24
57707,MEAK7,1,8,8
57708,MIER1,12,27,16
57709,SLC7A14,1,8,8
57710,KIAA1614,1,9,9
57711,ZNF529,6,9,7
57713,SFMBT2,2,22,21
57715,SEMA4G,2,15,14
57716,PRX,2,9,7
57717,PCDHB16,1,1,1
57718,PPP4R4,6,61,27
57719,ANO8,1,18,18
57720,GPR107,4,24,20
57721,METTL14,1,11,11
57722,IGDCC4,1,20,20
57724,EPG5,1,44,44
57727,NCOA5,5,11,9
57728,WDR19,2,39,37
57730,ANKRD36B,2,46,44
57731,SPTBN4,2,39,36
57732,ZFYVE28,6,16,13
57733,GBA3,3,6,5
57758,SCUBE2,4,24,23
57761,TRIB3,6,9,5
57763,ANKRA2,1,9,9
57786,RBAK,2,7,6
57787,MARK4,2,19,18
57794,SUGP1,1,14,14
57795,BRINP2,1,8,8
57798,GATAD1,1,5,5
57799,RAB40C,5,11,7
57801,HES4,2,5,4
57804,POLD4,2,6,4
57805,CCAR2,3,23,21
57817,HAMP,1,3,3
57818,G6PC2,2,6,5
57819,LSM2,1,5,5
57820,CCNB1IP1,3,10,8
57821,CCDC181,3,9,7
57822,GRHL3,4,20,16
57823,SLAMF7,10,11,7
57824,HMHB1,1,2,2
57826,RAP2C,3,12,6
57827,C6orf47,1,1,1
57828,CATSPERG,2,29,29
57829,ZP4,1,12,12
57830,KRTAP5-8,1,1,1
57834,CYP4F11,2,14,13
57835,SLC4A5,2,32,31
57862,ZNF410,5,20,14
57863,CADM3,3,11,10
57864,SLC46A2,1,4,4
58155,PTBP2,7,20,15
58157,NGB,1,4,4
58158,NEUROD4,1,2,2
58160,NFE4,1,3,3
58189,WFDC1,3,9,7
58190,CTDSP1,3,9,7
58191,CXCL16,2,7,6
58472,SQOR,2,12,11
58473,PLEKHB1,5,10,8
58475,MS4A7,4,9,7
58476,TP53INP2,4,6,5
58477,SRPRB,1,8,8
58478,ENOPH1,2,8,6
58480,RHOU,1,3,3
58484,NLRC4,4,12,9
58485,TRAPPC1,2,7,5
58486,ZBED5,2,4,3
58487,CREBZF,1,1,1
58488,PCTP,4,10,6
58489,ABHD17C,1,3,3
58490,RPRD1B,1,7,7
58491,ZNF71,3,8,4
58492,ZNF77,1,4,4
58493,INIP,7,7,6
58494,JAM2,3,11,10
58495,OVOL2,3,7,4
58496,LY6G5B,1,3,3
58497,PRUNE1,4,11,8
58498,MYL7,1,7,7
58499,ZNF462,2,14,13
58500,ZNF250,12,11,7
58503,OPRPN,2,5,4
58504,ARHGAP22,8,17,11
58505,OSTC,3,6,5
58506,SCAF1,1,11,11
58508,KMT2C,1,59,59
58509,CACTIN,2,13,11
58510,PRODH2,1,11,11
58511,DNASE2B,2,8,6
58512,DLGAP3,1,12,12
58513,EPS15L1,4,27,24
58515,SELENOK,1,5,5
58516,SINHCAF,3,15,7
58517,RBM25,1,19,19
58524,DMRT3,1,2,2
58525,WIZ,4,14,13
58526,MID1IP1,3,5,3
58527,ABRACL,1,3,3
58528,RRAGD,1,7,7
58529,MYOZ1,1,6,6
58530,LY6G6D,1,3,3
58531,PRM3,1,1,1
58533,SNX6,3,15,14
58538,MPP4,1,22,22
58985,IL22RA1,1,7,7
58986,PGAP6,1,13,13
59067,IL21,2,7,5
59082,CARD18,1,3,3
59084,ENPP5,3,8,5
59269,HIVEP3,2,10,9
59271,EVA1C,4,11,8
59272,ACE2,2,20,19
59274,TLNRD1,1,1,1
59277,NTN4,4,12,10
59283,CACNG8,1,4,4
59284,CACNG7,1,5,5
59285,CACNG6,3,4,4
59286,UBL5,2,6,5
59307,SIGIRR,3,12,10
59335,PRDM12,1,5,5
59336,PRDM13,1,4,4
59338,PLEKHA1,4,18,14
59339,PLEKHA2,1,12,12
59340,HRH4,3,5,3
59341,TRPV4,5,19,16
59342,SCPEP1,1,13,13
59343,SENP2,1,17,17
59344,ALOXE3,3,18,16
59345,GNB4,1,10,10
59348,ZNF350,1,5,5
59349,KLHL12,3,13,12
59350,RXFP1,8,27,19
59351,PBOV1,1,1,1
59352,LGR6,3,20,18
59353,TMEM35A,1,2,2
60312,AFAP1,4,21,18
60313,GPBP1L1,1,13,13
60314,C12orf10,1,7,7
60343,FAM3A,7,16,10
60370,AVPI1,1,3,3
60385,TSKS,1,11,11
60386,SLC25A19,3,11,8
60401,EDA2R,9,14,7
60412,EXOC4,2,19,18
60436,TGIF2,4,6,3
60437,CDH26,3,19,18
60468,BACH2,2,10,9
60481,ELOVL5,5,13,9
60482,SLC5A7,4,12,9
60484,HAPLN2,1,7,7
60485,SAV1,1,5,5
60487,TRMT11,19,25,16
60488,MRPS35,2,10,8
60489,APOBEC3G,4,13,8
60490,PPCDC,6,10,6
60491,NIF3L1,9,13,7
60492,CCDC90B,6,12,9
60493,FASTKD5,1,2,2
60494,CCDC81,2,16,15
60495,HPSE2,4,13,13
60496,AASDHPPT,1,6,6
60506,NYX,1,2,2
60509,AGBL5,2,16,15
60526,LDAH,7,10,7
60528,ELAC2,3,26,24
60529,ALX4,1,4,4
60558,GUF1,4,20,17
60559,SPCS3,1,5,5
60560,NAA35,3,25,23
60561,RINT1,5,19,15
60592,SCOC,8,8,5
60598,KCNK15,1,2,2
60625,DHX35,2,22,22
60626,RIC8A,2,11,10
60672,MIIP,1,10,10
60673,ATG101,2,5,4
60675,PROK2,2,4,4
60676,PAPPA2,2,24,23
60677,CELF6,3,16,13
60678,EEFSEC,1,7,7
60680,CELF5,2,16,13
60681,FKBP10,1,10,10
60682,SMAP1,4,14,11
60684,TRAPPC11,2,34,31
60685,ZFAND3,1,6,6
60686,C14orf93,6,15,8
63027,SLC22A23,4,13,11
63035,BCORL1,2,13,13
63036,CELA2A,1,8,8
63826,SRR,2,10,8
63827,BCAN,2,15,14
63874,ABHD4,1,7,7
63875,MRPL17,1,3,3
63876,PKNOX2,1,13,13
63877,FAM204A,2,9,9
63891,RNF123,1,39,39
63892,THADA,7,46,39
63893,UBE2O,1,18,18
63894,VIPAS39,5,24,21
63895,PIEZO2,1,52,52
63897,HEATR6,1,20,20
63898,SH2D4A,5,13,10
63899,NSUN3,1,6,6
63901,FAM111A,9,10,6
63904,DUSP21,1,1,1
63905,MANBAL,4,6,5
63906,GPATCH3,1,7,7
63908,NAPB,4,12,11
63910,SLC17A9,2,15,14
63915,BLOC1S5,3,7,6
63916,ELMO2,3,26,22
63917,GALNT11,20,26,14
63920,ZBED8,2,4,3
63922,CHTF18,1,22,22
63923,TNN,1,19,19
63924,CIDEC,7,12,7
63925,ZNF335,1,28,28
63926,ANKEF1,3,14,11
63928,CHP2,1,7,7
63929,XPNPEP3,2,12,10
63931,MRPS14,1,3,3
63932,CXorf56,3,8,7
63933,MCUR1,1,9,9
63934,ZNF667,3,10,7
63935,PCIF1,1,17,17
63939,FAM217B,3,7,5
63940,GPSM3,2,12,8
63941,NECAB3,2,14,13
63943,FKBPL,1,2,2
63946,DMRTC2,1,9,9
63947,DMRTC1,1,6,6
63948,DMRTB1,1,4,4
63950,DMRTA2,1,3,3
63951,DMRTA1,1,2,2
63967,CLSPN,3,26,25
63970,TP53AIP1,4,8,4
63971,KIF13A,5,42,39
63973,NEUROG2,1,2,2
63974,NEUROD6,1,2,2
63976,PRDM16,2,18,17
63977,PRDM15,3,33,31
63978,PRDM14,1,8,8
63979,FIGNL1,15,15,6
63982,ANO3,3,31,28
64005,MYO1G,1,22,22
64061,TSPYL2,1,7,7
64062,RBM26,4,25,22
64063,PRSS22,1,6,6
64064,OXCT2,1,1,1
64065,PERP,1,3,3
64066,MMP27,1,10,10
64067,NPAS3,4,14,12
64072,CDH23,9,76,68
64073,C19orf33,2,6,4
64077,LHPP,4,9,7
64078,SLC28A3,2,20,19
64080,RBKS,2,11,9
64081,PBLD,2,11,10
64083,GOLPH3,1,4,4
64084,CLSTN2,1,17,17
64087,MCCC2,2,17,17
64089,SNX16,4,12,10
64090,GAL3ST2,1,4,4
64091,POPDC2,3,6,5
64092,SAMSN1,3,12,9
64093,SMOC1,2,13,12
64094,SMOC2,2,14,13
64096,GFRA4,2,8,6
64097,EPB41L4A,3,26,24
64098,PARVG,2,15,14
64100,ELSPBP1,1,7,7
64101,LRRC4,1,2,2
64102,TNMD,1,7,7
64105,CENPK,5,14,11
64106,NPFFR1,1,4,4
64108,RTP4,1,2,2
64109,CRLF2,2,10,8
64110,MAGEF1,1,1,1
64111,NPVF,1,3,3
64112,MOAP1,1,3,3
64114,TMBIM1,10,20,13
64115,VSIR,1,7,7
64116,SLC39A8,4,16,11
64118,DUS1L,1,14,14
64121,RRAGC,2,8,7
64122,FN3K,1,6,6
64123,ADGRL4,1,15,15
64127,NOD2,3,14,12
64129,TINAGL1,3,15,12
64130,LIN7B,2,6,6
64131,XYLT1,1,13,13
64132,XYLT2,1,11,11
64135,IFIH1,1,16,16
64137,ABCG4,4,19,16
64145,RBSN,2,14,14
64146,PDF,1,2,2
64147,KIF9,3,23,22
64149,C17orf75,1,10,10
64151,NCAPG,1,21,21
64167,ERAP2,4,22,19
64168,NECAB1,1,13,13
64170,CARD9,2,15,13
64172,OSGEPL1,2,11,9
64174,DPEP2,3,14,11
64175,P3H1,3,19,15
64180,DPEP3,2,11,10
64184,EDDM3B,1,2,2
64207,IRF2BPL,1,1,1
64208,POPDC3,1,4,4
64210,MMS19,9,39,32
64211,LHX5,1,5,5
64215,DNAJC1,1,12,12
64216,TFB2M,1,8,8
64218,SEMA4A,8,22,16
64219,PJA1,3,5,3
64220,STRA6,8,27,19
64221,ROBO3,8,31,28
64222,TOR3A,1,6,6
64223,MLST8,7,15,9
64224,HERPUD2,1,9,9
64225,ATL2,10,21,14
64231,MS4A6A,5,13,8
64232,MS4A5,1,5,5
64236,PDLIM2,4,14,10
64240,ABCG5,1,13,13
64241,ABCG8,2,14,13
64282,TENT4B,4,17,13
64283,ARHGEF28,3,38,37
64284,RAB17,1,6,6
64285,RHBDF1,1,18,18
64288,ZSCAN31,8,15,8
64318,NOC3L,1,21,21
64319,FBRS,1,18,18
64320,RNF25,1,10,10
64321,SOX17,1,2,2
64324,NSD1,3,27,24
64326,COP1,3,23,20
64327,LMBR1,12,21,19
64328,XPO4,2,23,23
64332,NFKBIZ,2,15,13
64333,ARHGAP9,11,28,21
64342,HS1BP3,1,7,7
64343,AZI2,4,12,9
64344,HIF3A,4,20,15
64359,NXN,2,10,8
64374,SIL1,2,11,11
64375,IKZF4,5,16,12
64376,IKZF5,10,13,6
64377,CHST8,3,6,5
64386,MMP25,1,10,10
64388,GREM2,1,2,2
64393,ZMAT3,2,8,7
64395,GMCL1,1,14,14
64396,GMCL2,1,1,1
64397,ZNF106,6,25,22
64398,MPP5,2,16,15
64399,HHIP,1,13,13
64400,AKTIP,3,13,10
64403,CDH24,2,14,14
64405,CDH22,1,12,12
64407,RGS18,1,5,5
64409,GALNT17,1,11,11
64410,KLHL25,1,3,3
64411,ARAP3,1,33,33
64412,GZF1,3,8,7
64417,TMEM267,1,3,3
64418,TMEM168,2,6,6
64419,MTMR14,3,19,19
64420,SUSD1,3,18,18
64421,DCLRE1C,11,19,16
64422,ATG3,2,13,12
64423,INF2,3,26,23
64425,POLR1E,2,15,13
64426,SUDS3,1,12,12
64427,TTC31,1,13,13
64428,CIAO3,2,12,12
64429,ZDHHC6,8,21,12
64430,PCNX4,2,13,11
64431,ACTR6,1,11,11
64432,MRPS25,1,4,4
64434,NOM1,2,12,11
64446,DNAI2,3,16,15
64478,CSMD1,1,70,70
64499,TPSB2,1,6,6
64506,CPEB1,17,37,13
64518,TEKT3,1,9,9
64577,ALDH8A1,3,7,7
64579,NDST4,1,14,14
64581,CLEC7A,6,7,6
64582,GPR135,1,1,1
64591,TSPY2,1,6,6
64598,MOSPD3,6,10,6
64599,GIGYF1,1,24,24
64600,PLA2G2F,2,7,5
64601,VPS16,2,24,24
64641,EBF2,1,16,16
64645,MFSD14A,1,12,12
64648,SPANXD,1,2,2
64651,CSRNP1,3,8,5
64663,SPANXC,1,2,2
64682,ANAPC1,1,48,48
64689,GORASP1,3,11,9
64693,CTAGE1,1,1,1
64699,TMPRSS3,4,17,13
64708,COPS7B,7,15,8
64710,NUCKS1,1,7,7
64711,HS3ST6,1,2,2
64714,PDIA2,1,11,11
64718,UNKL,7,20,15
64743,WDR13,4,12,10
64744,SMAP2,4,14,10
64745,METTL17,2,15,14
64746,ACBD3,1,8,8
64747,MFSD1,4,21,16
64748,PLPPR2,2,13,10
64750,SMURF2,1,19,19
64753,CCDC136,10,23,18
64754,SMYD3,2,14,12
64755,C16orf58,1,13,13
64756,ATPAF1,4,11,10
64757,MTARC1,1,7,7
64759,TNS3,1,31,31
64760,FAM160B2,3,21,18
64761,PARP12,1,12,12
64762,GAREM1,2,7,6
64763,ZNF574,2,4,2
64764,CREB3L2,3,14,12
64766,S100PBP,2,8,7
64768,IPPK,1,13,13
64769,MEAF6,3,9,8
64770,CCDC14,7,14,13
64771,ILRUN,2,5,5
64772,ENGASE,1,14,14
64773,PCED1A,2,10,8
64776,C11orf1,2,5,4
64777,RMND5B,3,14,12
64778,FNDC3B,2,27,26
64779,MTHFSD,5,11,8
64780,MICAL1,3,27,25
64781,CERK,1,13,13
64782,AEN,1,4,4
64783,RBM15,2,4,3
64784,CRTC3,2,16,15
64785,GINS3,3,4,4
64786,TBC1D15,3,20,18
64787,EPS8L2,1,21,21
64788,LMF1,6,20,12
64789,EXO5,12,8,4
64792,IFT22,6,9,6
64793,CEP85,4,17,14
64794,DDX31,7,27,21
64795,RMND5A,1,9,9
64798,DEPTOR,2,9,9
64799,IQCH,11,31,21
64800,EFCAB6,2,32,32
64801,ARV1,2,7,7
64802,NMNAT1,3,7,5
64805,P2RY12,2,4,3
64806,IL25,2,4,3
64816,CYP3A43,4,16,13
64834,ELOVL1,4,11,8
64837,KLC2,5,18,16
64838,FNDC4,1,7,7
64839,FBXL17,1,9,9
64840,PORCN,5,17,15
64841,GNPNAT1,1,6,6
64843,ISL2,1,6,6
64844,MARCHF7,4,15,12
64847,SPATA20,3,20,17
64848,YTHDC2,3,33,30
64849,SLC13A3,5,17,14
64850,ETNPPL,6,16,13
64852,TUT1,2,10,9
64853,AIDA,1,10,10
64854,USP46,4,13,10
64855,NIBAN2,2,15,14
64856,VWA1,2,5,3
64857,PLEKHG2,3,24,20
64858,DCLRE1B,5,10,5
64859,NABP1,2,8,6
64860,ARMCX5,6,9,6
64863,METTL4,2,9,9
64864,RFX7,5,16,12
64866,CDCP1,2,11,9
64881,PCDH20,1,2,2
64895,PAPOLG,1,22,22
64897,C12orf43,7,10,7
64900,LPIN3,2,21,20
64901,RANBP17,1,28,28
64902,AGXT2,2,16,14
64919,BCL11B,4,5,4
64921,CASD1,4,25,19
64922,LRRC19,1,5,5
64924,SLC30A5,3,17,16
64925,CCDC71,1,2,2
64926,RASAL3,3,20,18
64927,TTC23,3,16,14
64928,MRPL14,6,9,3
64943,NT5DC2,2,15,14
64946,CENPH,1,9,9
64949,MRPS26,1,4,4
64951,MRPS24,1,4,4
64960,MRPS15,1,8,8
64963,MRPS11,7,11,6
64965,MRPS9,1,11,11
64968,MRPS6,1,3,3
64969,MRPS5,4,15,12
64975,MRPL41,1,2,2
64976,MRPL40,3,6,4
64978,MRPL38,1,9,9
64979,MRPL36,1,2,2
64981,MRPL34,1,2,2
64983,MRPL32,1,3,3
65003,MRPL11,3,7,6
65005,MRPL9,2,7,7
65008,MRPL1,1,9,9
65009,NDRG4,8,26,16
65010,SLC26A6,6,27,21
65012,SLC26A10,1,14,14
65018,PINK1,1,8,8
65055,REEP1,6,10,9
65056,GPBP1,5,18,13
65057,ACD,2,13,12
65059,RAPH1,3,18,16
65061,CDK15,4,18,14
65062,TMEM237,2,13,12
65065,NBEAL1,1,55,55
65078,RTN4R,1,2,2
65080,MRPL44,1,4,4
65082,VPS33A,5,16,13
65083,NOL6,2,27,26
65084,TMEM135,2,15,15
65094,JMJD4,2,7,6
65095,KRI1,1,19,19
65108,MARCKSL1,1,2,2
65109,UPF3B,2,11,11
65110,UPF3A,11,18,10
65117,RSRC2,1,10,10
65121,PRAMEF1,2,5,4
65122,PRAMEF2,1,4,4
65123,INTS3,2,61,31
65124,SOWAHC,1,1,1
65125,WNK1,4,32,28
65217,PCDH15,17,53,37
65220,NADK,6,20,14
65243,ZFP69B,2,6,6
65244,SPATS2,3,15,15
65249,ZSWIM4,2,14,14
65250,CPLANE1,1,52,52
65251,ZNF649,1,5,5
65258,MPPE1,4,11,11
65260,COA7,1,3,3
65263,PYCR3,2,7,6
65264,UBE2Z,1,7,7
65265,C8orf33,1,5,5
65266,WNK4,2,21,19
65267,WNK3,2,26,24
65268,WNK2,2,31,30
65975,STK33,17,23,16
65977,PLEKHA3,1,8,8
65979,PHACTR4,6,20,16
65980,BRD9,3,21,16
65981,CAPRIN2,9,25,19
65982,ZSCAN18,4,11,7
65983,GRAMD2B,9,23,15
65985,AACS,3,19,18
65986,ZBTB10,3,9,7
65987,KCTD14,2,4,3
65988,ZNF747,4,5,3
65989,DLK2,4,9,6
65990,ANTKMT,2,5,5
65991,FUNDC2,1,5,5
65992,DDRGK1,1,9,9
65993,MRPS34,2,4,3
65997,RASL11B,1,4,4
65998,C11orf95,1,5,5
65999,LRRC61,4,5,3
66000,TMEM108,3,8,6
66002,CYP4F12,1,13,13
66004,LYNX1,4,8,4
66005,CHID1,5,16,14
66008,TRAK2,1,16,16
66035,SLC2A11,4,17,13
66036,MTMR9,1,10,10
66037,BOLL,5,17,12
78986,DUSP26,3,7,4
78987,CRELD1,8,15,12
78988,MRPL57,1,2,2
78989,COLEC11,10,14,8
78990,OTUB2,1,6,6
78991,PCYOX1L,3,8,6
78992,YIPF2,3,11,10
78994,PRR14,2,13,12
78995,HROB,4,13,10
78996,CYREN,11,13,4
78997,GDAP1L1,5,9,6
78999,LRFN4,2,3,3
79000,AUNIP,2,6,4
79001,VKORC1,3,6,4
79002,TRIR,3,4,3
79003,MIS12,5,6,3
79004,CUEDC2,1,9,9
79005,SCNM1,2,9,7
79006,METRN,1,4,4
79007,DBNDD1,5,10,5
79008,SLX1B,2,11,6
79009,DDX50,1,15,15
79012,CAMKV,2,13,12
79016,DDA1,1,5,5
79017,GGCT,4,6,4
79018,GID4,1,6,6
79019,CENPM,7,12,6
79020,C7orf25,3,5,2
79022,TMEM106C,4,11,8
79023,NUP37,1,10,10
79024,SMIM2,1,3,3
79025,FNDC11,3,4,2
79026,AHNAK,4,9,6
79027,ZNF655,11,11,5
79029,SPATA5L1,2,9,8
79031,PDCL3,1,6,6
79033,ERI3,5,10,9
79034,C7orf26,2,9,7
79035,NABP2,1,7,7
79036,KXD1,3,8,6
79037,PVRIG,1,6,6
79038,ZFYVE21,2,8,8
79039,DDX54,2,21,20
79041,TMEM38A,1,6,6
79042,TSEN34,4,16,6
79047,KCTD15,3,9,7
79048,SECISBP2,8,27,17
79050,NOC4L,1,15,15
79053,ALG8,2,16,14
79054,TRPM8,1,26,26
79056,PRRG4,1,6,6
79057,PRRG3,3,8,4
79058,ASPSCR1,3,20,17
79064,TMEM223,1,2,2
79065,ATG9A,2,16,16
79066,METTL16,1,10,10
79068,FTO,12,18,10
79070,POGLUT2,2,11,11
79071,ELOVL6,2,6,5
79072,FASTKD3,1,7,7
79073,TMEM109,1,4,4
79074,C2orf49,2,6,5
79075,DSCC1,1,9,9
79077,DCTPP1,1,3,3
79078,C1orf50,1,5,5
79080,CCDC86,1,4,4
79081,LBHD1,3,11,7
79083,MLPH,4,18,16
79084,WDR77,4,13,10
79085,SLC25A23,1,10,10
79086,SMIM7,2,7,5
79087,ALG12,1,10,10
79088,ZNF426,4,9,8
79089,TMUB2,22,18,7
79090,TRAPPC6A,4,7,6
79091,METTL22,1,11,11
79092,CARD14,4,28,24
79094,CHAC1,2,5,4
79095,C9orf16,1,2,2
79096,C11orf49,5,13,9
79097,TRIM48,1,6,6
79098,C1orf116,2,4,4
79101,TAF1D,1,6,6
79102,RNF26,1,1,1
79109,MAPKAP1,6,14,12
79132,DHX58,1,14,14
79133,NDUFAF5,6,18,11
79134,TMEM185B,1,1,1
79135,APOO,1,9,9
79137,RETREG2,3,15,9
79139,DERL1,4,12,8
79140,CCDC28B,2,8,6
79142,PHF23,3,8,5
79143,MBOAT7,4,22,8
79144,PPDPF,2,5,4
79145,CHCHD7,8,12,5
79147,FKRP,2,5,4
79148,MMP28,3,18,9
79149,ZSCAN5A,16,17,7
79152,FA2H,1,7,7
79153,GDPD3,1,10,10
79154,DHRS11,1,7,7
79155,TNIP2,3,7,6
79156,PLEKHF1,1,2,2
79157,MFSD11,10,20,14
79158,GNPTAB,1,21,21
79159,NOL12,1,6,6
79161,TMEM243,5,10,5
79165,LENG1,1,4,4
79168,LILRA6,2,16,8
79169,C1orf35,1,8,8
79170,PRR15L,1,2,2
79171,RBM42,2,11,10
79172,CENPO,3,10,8
79173,C19orf57,6,11,9
79174,CRELD2,4,11,11
79175,ZNF343,11,14,7
79176,FBXL15,1,4,4
