EntrezGeneID,GeneSymbol,TranscriptsNumber,UniqueExonsPerGene,MaxExonPerTranscript
98956,Nat10,1,29,29
98970,Fibcd1,1,7,7
98985,Clp1,1,3,3
98999,Znfx1,2,16,14
99003,Qser1,1,12,12
99010,Lpcat4,1,14,14
99011,Pomt1,1,20,20
99031,Osbpl6,4,30,27
99035,Olah,1,8,8
99045,Mrps26,1,4,4
99100,Cep152,1,28,28
99138,Stard7,2,9,8
99151,Cercam,1,12,12
99152,Anapc2,1,13,13
99167,Ssx2ip,5,17,15
99169,AU015228,1,1,1
99237,Tm9sf4,1,18,18
99296,Hrh3,1,3,3
99311,Commd7,2,10,10
99326,Garnl3,4,33,30
99334,Zscan29,2,6,5
99349,Dnajc24,1,5,5
99371,Arfgef2,1,39,39
99375,Cul4a,3,22,20
99377,Sall4,3,5,4
99382,Abtb2,1,17,17
99412,Golga2,6,27,27
99439,Duox1,1,33,33
99470,Magi3,2,22,22
99480,Dnttip2,1,7,7
99512,Wdr47,4,19,15
99526,Usp53,1,16,16
99543,Olfml3,1,3,3
99571,Fgg,2,11,10
99586,Dpyd,1,23,23
99633,Adgrl2,1,24,24
99650,4933434E20Rik,4,12,9
99662,Eps8l3,1,19,19
99663,Clca4a,1,14,14
99681,Tchh,1,2,2
99683,Sec24b,1,24,24
99696,Ankrd50,1,4,4
99709,Clca4b,1,14,14
99712,Cept1,4,12,9
99730,Taf13,1,4,4
99738,Kcnc4,2,5,4
99887,Tmem56,2,9,8
99889,Arfip1,2,9,9
99890,Prmt6,1,1,1
99899,Ifi44,1,8,8
99929,Tiparp,1,6,6
99982,Kdm1a,3,21,20
100012,Oog3,1,4,4
100017,Ldlrap1,1,9,9
100019,Mdn1,1,102,102
100061,Lrrc19,2,6,6
100066,Cyp2j11,1,9,9
100072,Camta1,2,25,24
100087,Kti12,1,1,1
100088,Rcc1,2,11,11
100090,Zbtb48,1,11,11
100102,Pcsk9,1,12,12
100121,Tdrd7,3,20,17
100129,Gpr153,1,6,6
100163,Pafah2,5,14,11
100169,Phactr4,2,14,14
100177,Zmym6,4,18,15
100182,Akna,2,23,22
100198,H6pd,2,6,5
100201,Tmem64,1,3,3
100206,Adprhl2,1,6,6
100210,Gpn2,2,6,5
100213,Rusc2,4,16,12
100226,Stx12,1,9,9
100273,Osbpl9,7,27,24
100317,AU040320,4,29,24
100336,Ppp1r8,4,9,7
100340,Smpdl3b,1,8,8
100342,Tent5b,1,2,2
100383,Bsdc1,1,11,11
100434,Slc44a1,2,17,16
100465,Mob3c,1,4,4
100470,Lao1,1,7,7
100494,Zfand2a,2,8,7
100515,Zfp518b,2,4,4
100532,Rell1,1,7,7
100535,Oas1d,1,6,6
100554,AA792892,1,3,3
100559,Ugt2b38,1,6,6
100561,Slc15a4,1,8,8
100604,Lrrc8c,1,4,4
100608,Noc4l,1,15,15
100609,Nsun5,2,10,10
100637,N4bp2l1,1,5,5
100647,Upk3b,1,6,6
100678,Psph,1,8,8
100683,Trrap,1,71,71
100689,Spon2,1,6,6
100702,Gbp6,1,11,11
100705,Acacb,1,52,52
100710,Pds5b,2,36,35
100715,Tent2,3,17,15
100727,Ugt2b34,1,6,6
100732,Mapre3,2,8,7
100737,Dcun1d4,3,13,12
100756,Usp30,1,13,13
100763,Ube3c,1,23,23
100764,Rita1,2,4,4
100855,Tbc1d14,3,17,15
100900,Hscb,2,7,6
100910,Chpf2,1,4,4
100929,Tyw1,2,18,16
100952,Emilin1,1,8,8
100972,Rab28,4,10,7
100978,Nfxl1,2,24,23
100986,Akap9,1,48,48
101023,Zfp513,2,5,4
101095,Zfp282,1,8,8
101100,Ttll3,2,16,13
101113,Snx21,1,3,3
101118,Tmem168,1,5,5
101122,Rpusd3,2,11,9
101142,Itfg2,1,12,12
101148,Bmt2,1,5,5
101185,Pot1a,1,18,18
101187,Parp11,5,14,9
101197,Zfp956,1,5,5
101202,Hepacam2,1,10,10
101206,Tada3,1,9,9
101214,Tra2a,3,10,9
101240,Wdr91,1,15,15
101314,Brk1,1,3,3
101320,Dyrk4,1,15,15
101351,Eogt,1,18,18
101358,Fbxl14,1,1,1
101359,Prrt4,1,5,5
101401,Adamts9,1,40,40
101434,Ceacam15,1,3,3
101437,Dhx32,5,15,12
101471,Phrf1,1,18,18
101476,Plekha1,3,16,13
101488,Slco2b1,3,16,14
101489,Ric8a,1,10,10
101490,Inpp5f,2,21,20
101497,Plekhg2,3,21,19
101502,Hsd3b7,2,8,7
101513,Mob2,3,8,5
101533,Klk9,1,5,5
101540,Prkd2,2,19,19
101543,Wtip,1,8,8
101544,Zfp575,1,4,4
101565,Ccp110,3,18,16
101568,Vrk3,1,15,15
101592,Efl1,2,21,20
101602,AI467606,1,2,2
101604,E430018J23Rik,1,3,3
101612,Grwd1,1,7,7
101613,Nlrp6,1,8,8
101631,Pwwp2b,2,5,3
101685,Spty2d1,1,6,6
101700,Trim68,2,7,7
101706,Numa1,1,25,25
101739,Psip1,4,19,16
101744,Acp7,1,13,13
101772,Ano1,2,27,26
101809,Spred3,1,6,6
101831,Faap24,1,4,4
101835,AW146154,1,4,4
101861,Ints4,2,24,23
101867,Rrp8,2,8,7
101869,Unc45a,1,20,20
101883,Igflr1,1,5,5
101943,Sf3b3,1,26,26
101966,D8Ertd738e,1,3,3
101985,Usb1,1,7,7
101994,Champ1,2,3,2
102022,Ces2a,2,12,12
102032,Smim19,2,5,5
102058,Exoc8,1,1,1
102060,Gadd45gip1,1,2,2
102075,Plekhg4,2,24,23
102093,Phkb,3,37,34
102098,Arhgef18,1,20,20
102103,Mtus1,4,17,14
102115,Dohh,1,5,5
102122,Fam192a,3,10,8
102124,Enkd1,1,8,8
102141,Snx25,1,18,18
102162,Taf5l,2,6,5
102182,Prmt9,2,15,12
102193,Zdhhc7,1,8,8
102209,Snapc2,1,5,5
102247,Gpat4,1,13,13
102278,Cpne7,1,15,15
102294,Cyp4v3,1,11,11
102323,Dcun1d2,4,7,7
102334,Ankrd10,4,9,7
102339,Cog4,2,21,19
102371,Myzap,1,13,13
102414,Clk3,1,13,13
102423,Hinfp,1,10,10
102436,Lars2,3,24,22
102442,Dennd4a,1,35,35
102448,Xylb,3,24,20
102462,Imp3,1,1,1
102502,Pls1,1,16,16
102545,Cmtm7,2,5,5
102566,Ano10,2,14,13
102570,Slc22a13,1,10,10
102580,Alg9,1,15,15
102595,Plekho2,1,6,6
102607,Snx19,1,11,11
102614,Rpp25,1,1,1
102626,Mapkapk3,2,11,11
102632,Acad11,1,20,20
102644,Oaf,1,4,4
102657,Cd276,1,7,7
102680,Slc6a20a,1,11,11
102693,Phldb1,1,22,22
102747,Lrrc49,4,19,17
102774,Bbs4,2,16,16
102791,Tcta,2,4,3
102857,Slc6a8,3,15,13
102866,Pls3,5,22,17
102871,Radx,3,17,14
102920,Cenpi,2,23,23
102954,Nudt10,1,2,2
102991,AU022751,2,3,2
103080,Sept10,2,11,10
103098,Slc6a15,3,13,13
103135,Pan2,4,31,26
103136,Pwp1,1,15,15
103140,Gstt3,2,8,6
103142,Rdh9,1,4,4
103149,Upb1,1,10,10
103161,Apof,1,2,2
103172,Chchd10,1,5,5
103199,Fig4,1,23,23
103213,Traf3ip2,1,9,9
103220,Ttc41,3,19,16
103236,Csnk1g2,2,14,12
103266,Tmem263,1,3,3
103268,Cep57l1,4,15,12
103284,Zc3h10,1,3,3
103406,Zfr2,1,18,18
103425,Ncln,1,14,14
103466,Nt5dc3,1,14,14
103468,Nup107,1,28,28
103511,Calhm5,1,2,2
103534,Mgat4b,1,15,15
103537,Mbtd1,3,21,18
103551,Epop,1,1,1
103554,Psme4,1,47,47
103573,Xpo1,2,27,26
103583,Fbxw11,7,19,14
103655,Sec14l4,1,12,12
103677,Smg6,1,19,19
103694,Tmed4,1,5,5
103710,Slc35e4,1,2,2
103711,Pnpo,1,7,7
103712,6330403K07Rik,1,2,2
103724,Tbc1d10a,1,9,9
103733,Tubg1,1,11,11
103737,Pex12,3,6,4
103742,Mien1,1,4,4
103743,Tmem98,1,7,7
103765,Tmem17,1,4,4
103768,Tubg2,1,11,11
103775,Slc25a41,2,9,8
103784,Wdr92,1,8,8
103806,Maml1,1,5,5
103836,Zfp692,2,12,12
103841,Cuedc1,2,12,11
103844,Inca1,5,12,8
103850,Nt5m,1,5,5
103889,Hoxb2,1,2,2
103963,Rpn1,1,10,10
103964,Try5,1,5,5
103967,Dnm3,2,21,21
103968,Plin1,2,10,9
103978,Gpc5,1,8,8
103988,Gck,2,12,10
104001,Rtn1,3,10,9
104002,Ctsq,1,8,8
104009,Qsox1,2,14,13
104010,Cdh22,1,12,12
104015,Synj1,2,35,33
104027,Synpo,2,5,3
104069,Sncb,2,7,7
104079,Nxph3,1,2,2
104080,Nxph4,1,2,2
104082,Wdr7,2,28,28
104086,Cyp27a1,1,9,9
104099,Itga9,2,30,28
104110,Adcy4,2,27,26
104111,Adcy3,3,24,22
104112,Acly,2,29,29
104130,Ndufb11,2,5,4
104156,Etv5,2,14,13
104158,Ces1d,1,14,14
104174,Gldc,1,25,25
104175,Sbk1,2,5,4
104183,Chil4,1,11,11
104184,Blmh,1,12,12
104215,Rhoq,1,5,5
104245,Slc6a5,2,17,16
104248,Cabin1,1,37,37
104252,Cdc42ep2,1,2,2
104263,Kdm3a,4,29,27
104271,Tex15,1,4,4
104303,Arl1,1,6,6
104318,Csnk1d,2,10,10
104346,Gas8,1,11,11
104348,Zfp120,2,4,4
104349,Zfp119a,1,4,4
104360,Isl2,1,6,6
104362,Meig1,6,7,4
104382,Barhl2,1,3,3
104383,Rcor2,2,13,13
104384,Rhox9,1,4,4
104394,E2f4,1,10,10
104401,Pcnx3,1,35,35
104416,Bap1,1,17,17
104418,Dgkz,2,34,32
104443,Npffr2,1,4,4
104444,Rexo2,4,9,7
104445,Cdc42ep1,1,3,3
104457,0610010K14Rik,6,8,6
104458,Rars,1,15,15
104479,Ccdc117,1,5,5
104570,Ppp4r3b,6,19,16
104582,Rprml,1,1,1
104601,Mycbpap,1,19,19
104625,Cnot6,4,16,12
104662,Tsr1,1,15,15
104681,Slc16a6,3,8,6
104709,Pik3r6,2,21,20
104718,Ttc7b,1,20,20
104721,Ddx1,1,26,26
104725,Sptssa,1,2,2
104732,Tedc1,1,8,8
104759,Pld4,1,11,11
104771,Jkamp,2,8,7
104776,Aldh6a1,2,13,12
104799,Vipas39,3,21,20
104806,Fancm,2,26,23
104816,Aspg,1,15,15
104831,Ptpn23,1,25,25
104836,Cbll1,3,10,7
104859,Tecpr2,3,23,21
104871,Spata7,4,15,12
104884,Tdp1,1,16,16
104885,Tmem179,1,4,4
104886,Rab15,4,10,7
104910,Slc25a47,1,6,6
104923,Adi1,1,4,4
104943,Fam110c,1,2,2
105000,Dnal1,2,11,8
105005,Lratd1,1,2,2
105014,Rdh14,1,2,2
105083,Pelo,1,2,2
105148,Iars,1,34,34
105171,Arrdc3,1,8,8
105193,Nhlrc1,1,1,1
105203,Tasor2,2,21,20
105239,Rnf44,4,15,11
105243,Slc9a3,1,16,16
105245,Txndc5,3,12,10
105246,Brd9,2,17,16
105278,Cdk20,1,8,8
105298,Epdr1,1,3,3
105348,Golm1,2,11,11
105349,Akr1c18,2,9,9
105351,AW209491,2,3,2
105352,Dusp22,2,9,8
105355,Slc17a3,2,14,13
105372,Utp15,1,13,13
105377,Slf1,1,21,21
105387,Akr1c14,1,9,9
105418,E330034G19Rik,2,10,7
105428,Fam149b,5,17,14
105439,Slain1,2,8,8
105440,Kctd9,3,14,12
105445,Dock9,5,66,56
105446,Gmpr2,1,10,10
105450,Mmrn2,1,7,7
105501,Abhd4,2,9,7
105504,Exoc5,1,18,18
105511,Fam170b,1,2,2
105513,Chmp7,1,10,10
105518,A630023A22Rik,1,5,5
105522,Ankrd28,1,28,28
105559,Mbnl2,7,12,10
105590,Zfp957,1,3,3
105594,Cphx1,1,4,4
105638,Dph3,3,5,4
105651,Ppp1r3e,1,2,2
105653,Phyhip,1,5,5
105663,Thtpa,1,2,2
105670,Rcbtb2,2,16,15
105675,Ppif,1,6,6
105689,Mycbp2,1,85,85
105722,Ano6,2,21,21
105727,Slc38a1,3,18,16
105732,Fam83h,2,6,5
105734,Tigd5,1,1,1
105782,Scrib,3,38,38
105785,Kdelr3,1,5,5
105787,Prkaa1,2,11,9
105827,Amigo2,3,4,2
105833,Ccdc65,2,9,8
105835,Sgsm3,2,22,22
105837,Mtbp,2,23,22
105841,Dennd3,1,23,23
105844,Card10,1,21,21
105847,Lmf2,1,14,14
105853,Mal2,1,4,4
105855,Nckap1l,1,31,31
105859,Csdc2,1,4,4
105866,Krt72,1,9,9
105887,Ugt3a1,1,7,7
105988,Espl1,2,31,31
106014,Tafa5,2,5,4
106021,Topors,1,3,3
106025,Sharpin,1,9,9
106039,Gga1,1,17,17
106042,Prickle1,2,10,8
106052,Fbxo4,1,7,7
106064,AW549877,1,6,6
106068,Slc45a4,3,10,8
106073,Mfsd5,1,2,2
106143,Cggbp1,2,3,3
106200,Txndc11,2,13,12
106205,Zc3h7a,1,23,23
106248,Qtrt2,3,10,9
106298,Rrn3,1,18,18
106326,Osbpl11,1,13,13
106338,Nsun3,1,6,6
106344,Rfc4,1,11,11
106347,Ildr1,3,10,8
106369,Ypel1,3,8,6
106389,Eaf2,4,8,6
106393,Srl,3,9,7
106407,Slc51a,1,9,9
106489,Sft2d1,2,11,9
106504,Stk38,2,15,14
106512,Gpsm3,1,4,4
106522,Pkdcc,1,7,7
106529,Tecr,2,13,13
106557,Ldhal6b,1,1,1
106564,Ppcs,2,4,3
106565,Dlk2,2,7,6
106572,Rab31,1,7,7
106581,Fam234a,3,15,13
106582,Nrm,1,4,4
106583,Scaf8,1,20,20
106585,Ankrd12,1,13,13
106618,Wdr90,1,41,41
106628,Trip10,4,16,15
106633,Ift140,1,30,30
106639,Vmac,2,3,2
106648,Cyp4f15,2,14,13
106672,AI413582,1,5,5
106707,Rpusd1,2,7,6
106722,Mpig6b,2,6,6
106757,Catsperd,2,25,22
106759,Ticam1,1,2,2
106763,Ttbk1,1,15,15
106766,Stap2,1,14,14
106794,Dhx57,2,24,24
106795,Tcf19,3,6,4
106821,Oard1,5,9,6
106840,Unc119b,1,5,5
106861,Abhd3,1,9,9
106869,Tnfaip8,4,6,3
106877,Afap1l1,1,19,19
106878,Smim3,1,2,2
106894,Hmgxb3,2,23,21
106931,Kctd1,2,6,5
106947,Slc39a3,2,5,4
106952,Arap3,2,35,33
106957,Slc39a6,1,10,10
107022,Gramd3,2,15,14
107029,Me2,1,16,16
107035,Fbxo38,5,27,23
107045,Lars,1,32,32
107047,Psmg2,2,9,7
107065,Lrrtm2,1,2,2
107071,Wdr74,1,11,11
107094,Rrp12,1,34,34
107141,Cyp2c50,3,10,9
107146,Glyat,1,6,6
107173,Gpr137,4,11,7
107182,Btaf1,1,38,38
107197,Uqcc3,1,2,2
107221,Ffar4,1,3,3
107227,Macrod1,1,11,11
107239,Carns1,1,10,10
107242,AI837181,2,3,2
107250,Kazald1,3,8,6
107260,Otub1,1,7,7
107271,Yars,1,13,13
107272,Psat1,2,10,9
107305,Vps37c,8,12,5
107321,Lpxn,2,11,9
107328,Trpt1,1,7,7
107338,Gbf1,1,40,40
107351,Kank1,2,14,14
107358,Tm9sf3,1,15,15
107368,Pdzd8,1,5,5
107371,Exoc6,1,22,22
107373,Fam111a,2,6,4
107375,Slc25a45,3,8,7
107392,Brms1,1,10,10
107435,Hat1,1,11,11
107448,Unc5a,2,16,16
107449,Unc5b,2,17,17
107476,Acaca,1,54,54
107477,Guca1b,1,4,4
107503,Atf5,1,3,3
107508,Eprs,2,33,33
107513,Ssr1,2,10,9
107515,Lgr4,1,18,18
107522,Ece2,2,19,19
107526,Gimap4,5,10,5
107527,Il1rl2,2,12,11
107528,Magee1,1,1,1
107566,Arl2bp,2,7,6
107568,Wwp1,3,27,25
107569,Nt5c3,3,12,10
107581,Col16a1,1,70,70
107585,Dio3,1,1,1
107586,Ovol2,2,5,4
107587,Osr2,2,5,4
107589,Mylk,1,32,32
107605,Rdh1,1,4,4
107607,Nod1,2,13,12
107626,Asmt,2,8,8
107650,Pi4kb,3,13,12
107652,Uap1,3,12,11
107656,Krt9,1,8,8
107684,Coro2a,2,14,13
107686,Snrpd2,1,3,3
107701,Sf3b4,1,6,6
107702,Rnh1,3,12,10
107723,Slc12a6,3,26,25
107732,Mrpl10,3,9,5
107733,Mrpl41,1,2,2
107734,Mrpl30,2,6,6
107746,Rapgef1,4,28,26
107747,Aldh1l1,2,24,23
107751,Prrxl1,2,9,7
107753,Lgals2,1,4,4
107765,Ankrd1,1,9,9
107766,Haao,1,10,10
107767,Scamp1,2,11,9
107769,Tm6sf1,2,12,10
107770,Tm6sf2,2,11,10
107771,Bmyc,1,1,1
107815,Scml2,2,27,26
107817,Jmjd6,2,8,7
107823,Nsd2,3,23,21
107829,Thoc5,1,20,20
107831,Adgrb1,2,35,31
107849,Prl2c5,2,7,6
107868,Usp9y,1,47,47
107869,Cth,1,12,12
107885,Mthfs,2,5,3
107889,Gcm2,1,5,5
107895,Mgat5,1,18,18
107932,Chd4,2,40,39
107934,Celsr3,3,38,36
107939,Pom121,1,13,13
107951,Cdk9,1,7,7
107970,Hist1h1t,1,1,1
107971,Frs3,1,7,7
107975,Pacs1,2,26,25
107976,Babam2,5,17,14
107986,Ddb2,2,11,10
107993,Bfsp2,2,8,7
107995,Cdc20,1,10,10
107999,Gtpbp6,1,10,10
108000,Cenpf,1,18,18
108011,Ap4e1,1,21,21
108012,Ap1s2,3,7,6
108013,Celf4,55,26,15
108014,Srsf9,1,4,4
108015,Chrnb4,1,6,6
108017,Fxyd4,2,10,9
108030,Lin7a,3,10,6
108037,Shmt2,2,13,12
108043,Chrnb3,2,6,6
108052,Slc14a1,3,11,10
108058,Camk2d,9,26,21
108062,Cstf2,5,18,16
108067,Eif2b3,3,15,12
108068,Grm2,1,6,6
108069,Grm3,1,6,6
108071,Grm5,2,11,11
108072,Grm6,1,11,11
108073,Grm7,2,12,11
108075,Ltbp4,3,36,33
108077,Skiv2l,1,28,28
108078,Olr1,3,9,8
108079,Prkaa2,2,10,9
108083,Pip4k2b,1,10,10
108086,Rnf216,3,19,17
108089,Rnf144a,2,10,10
108096,Slco1a5,2,16,15
108097,Prkab2,1,8,8
108098,Med21,1,4,4
108099,Prkag2,4,19,16
108100,Baiap2,3,16,14
108101,Fermt3,2,16,15
108105,B3gnt5,3,6,6
108112,Eif4ebp3,1,3,3
108114,Slc22a7,1,10,10
108115,Slco4a1,2,13,12
108116,Slco3a1,2,12,11
108121,U2af1,3,11,8
108123,Napg,1,12,12
108124,Napa,1,11,11
108138,Xrcc4,1,8,8
108143,Taf9,2,4,3
108147,Atic,1,16,16
108148,Galnt2,1,16,16
108150,Galnt7,2,13,12
108151,Sema3d,1,18,18
108153,Adamts7,4,29,25
108154,Adamts6,1,25,25
108155,Ogt,2,23,22
108156,Mthfd1,1,28,28
108159,Ubxn8,1,8,8
108160,Fam50a,1,13,13
108161,Fam50b,1,2,2
108645,Mat2b,2,8,7
108652,Slc35b3,3,13,10
108653,Rimklb,1,6,6
108654,Fam210a,1,4,4
108655,Foxp1,4,25,20
108657,Rnpepl1,1,11,11
108660,Rnf187,1,4,4
108664,Atp6v1h,2,14,14
108670,Epsti1,2,13,12
108671,Dnajc9,1,5,5
108672,Zdhhc15,1,12,12
108673,Ccdc86,1,4,4
108679,Cops8,1,8,8
108682,Gpt2,1,12,12
108686,Ccdc88a,3,34,32
108687,Edem2,1,11,11
108689,Stn1,1,10,10
108699,Chn1,5,15,13
108705,Pttg1ip,1,6,6
108707,Fam207a,1,6,6
108723,Card11,1,25,25
108735,Sft2d2,1,8,8
108737,Oxsr1,2,20,19
108755,Lyrm2,1,3,3
108760,Galnt16,3,17,16
108767,Pnrc1,1,2,2
108797,Mex3b,1,2,2
108800,Ston2,1,7,7
108802,Calr4,5,14,9
108803,Spem2,1,3,3
108811,Ccdc122,3,9,7
108812,Flacc1,2,16,15
108829,Jmjd1c,2,29,26
108832,Tmem74b,1,2,2
108837,Ibtk,2,29,29
108841,Rdh13,3,8,7
108853,Mtrf1l,1,7,7
108857,Ankhd1,1,34,34
108888,Atad3a,1,16,16
108897,Aif1l,1,6,6
108899,2700081O15Rik,1,5,5
108900,Fam72a,1,4,4
108902,B4gat1,1,2,2
108903,Tbcd,1,39,39
108907,Nusap1,2,11,11
108909,Aida,1,10,10
108911,Rcc2,1,13,13
108912,Cdca2,2,16,15
108927,Lhfp,1,4,4
108934,Smim13,1,2,2
108937,Rnf169,1,6,6
108943,Trmt10a,3,11,9
108946,Zzz3,4,18,14
108954,Ppp1r15b,1,2,2
108956,Apol7c,1,5,5
108958,Miga2,2,17,16
108960,Irak2,2,13,13
108961,E2f8,2,14,13
108978,4930555G01Rik,1,5,5
108989,Tpr,1,52,52
108995,Tbc1d10c,1,10,10
109006,Ciapin1,1,9,9
109019,Nabp1,3,8,6
109032,Sp110,2,14,13
109042,Cavin3,1,2,2
109050,Inka2,2,3,2
109052,Krt75,1,9,9
109054,Pfdn4,3,7,4
109065,Dnaaf2,1,3,3
109075,Exosc4,1,3,3
109077,Ints5,1,2,2
109079,Sephs1,5,12,9
109082,Fbxw17,1,10,10
109093,Rars2,1,20,20
109095,Rbm15b,1,1,1
109108,Slc30a9,2,18,18
109113,Uhrf2,1,16,16
109115,Supt3,1,12,12
109129,Mmadhc,4,11,9
109135,Plekha5,1,31,31
109136,Mmaa,4,12,9
109145,Gins4,1,8,8
109151,Chd9,2,41,40
109154,Mlec,1,5,5
109161,Ube2q2,3,15,13
109168,Atl3,2,14,13
109169,Igip,1,1,1
109181,Trip11,1,21,21
109205,Sobp,1,7,7
109212,Pimreg,1,6,6
109218,Tmem139,1,3,3
109222,Rarres1,1,6,6
109225,Ms4a7,3,8,7
109229,Fam118b,3,10,10
109232,Sccpdh,1,12,12
109241,Mbd5,2,18,17
109242,Kif24,1,13,13
109245,Lrrc39,2,10,9
109246,Tspan9,2,9,9
109254,Adtrp,2,8,7
109263,Rlf,1,8,8
109264,Me3,1,14,14
109267,Ssc4d,1,11,11
109270,Prr5,2,10,9
109272,Mybpc1,2,30,29
109275,Actr5,1,9,9
109284,R3hdm4,1,8,8
109294,Prex2,2,42,40
109299,Tmem250-ps,2,4,2
109305,Orai1,1,2,2
109314,Prr9,1,2,2
109323,C1qtnf7,2,5,3
109331,Rnf20,3,23,21
109332,Cdcp1,1,9,9
109333,Pkn2,1,22,22
109342,Slc5a10,1,16,16
109346,Ankrd39,2,5,4
109349,Fam163b,1,3,3
109359,Abraxas2,1,9,9
109552,Sri,2,9,8
109575,Tbx10,2,10,8
109593,Lmo3,4,8,5
109594,Lmo1,3,6,4
109620,Dsp,1,24,24
109624,Cald1,2,15,14
109637,Upk1a,1,8,8
109648,Npy,1,4,4
109652,Acy1,2,16,15
109658,Txlna,2,12,11
109660,Ctrl,1,7,7
109663,Hoxc11,1,2,2
109672,Cyb5a,2,7,6
109674,Ampd2,4,24,19
109676,Ank2,4,53,48
109685,Hyal3,1,4,4
109689,Arrb1,2,16,16
109697,Cpa1,1,10,10
109700,Itga1,1,29,29
109711,Actn1,2,23,21
109731,Maob,1,15,15
109754,Cyb5r3,1,9,9
109778,Blvra,1,8,8
109785,Pgm3,2,13,13
109791,Clps,2,3,3
109801,Glo1,2,8,7
109815,Selenos,2,7,6
109820,Pgc,1,9,9
109821,F11,1,15,15
109828,C7,1,18,18
109857,Cbr3,1,3,3
109880,Braf,1,22,22
109889,Mzf1,3,7,7
109900,Asl,1,17,17
109901,Cela1,1,8,8
109904,Mcf2,7,30,28
109905,Rap1a,1,8,8
109910,Zfp91,1,11,11
109929,Zbtb25,2,4,3
109934,Abr,6,29,23
109959,Amy2a5,1,10,10
109978,Art4,1,3,3
109979,Art3,4,13,11
110006,Gusb,4,13,12
110012,Tpgs1,1,2,2
110033,Kif22,1,14,14
110052,Dek,1,11,11
110058,Syt17,3,10,8
110074,Dut,2,8,7
110075,Bmp3,2,5,3
110078,Pygb,1,20,20
110082,Dnah5,1,79,79
110084,Dnah1,1,78,78
110094,Phka2,5,38,34
110095,Pygl,1,20,20
110109,Nop2,1,16,16
110115,Cyp11b1,1,9,9
110119,Mpi,1,8,8
110135,Fgb,1,8,8
110147,Ehmt2,4,29,28
110157,Raf1,3,19,18
110168,Gpr18,1,2,2
110172,Slc35b1,2,11,9
110173,Manba,1,17,17
110175,Ggct,1,4,4
110187,Scgb2b26,1,3,3
110196,Fdps,2,11,11
110197,Dgkg,2,25,25
110198,Akr7a5,1,7,7
110208,Pgd,2,14,13
110213,Tmbim6,4,13,11
110253,Triobp,4,28,25
110257,Hba-a2,1,3,3
110265,Msra,6,14,11
110279,Bcr,1,23,23
110304,Glra3,2,10,10
110308,Krt5,1,9,9
110310,Krt7,1,9,9
110312,Pmch,1,3,3
110323,Cox6b1,1,4,4
110326,Tas1r1,1,6,6
110332,Pp2d1,1,3,3
110350,Dync2h1,2,90,89
110351,Rap1gap,4,31,25
110355,Grk2,2,22,22
110379,Sec13,1,9,9
110380,Shroom2,8,15,10
110382,C8b,2,12,12
110385,Pde4c,2,18,17
110391,Qdpr,1,7,7
110417,Pigh,1,4,4
110446,Acat1,1,12,12
110454,Ly6a,6,8,4
110460,Acat2,1,9,9
110511,Olfr153,1,1,1
110521,Hivep1,1,9,9
110524,Dgkq,2,24,23
110532,Adarb1,3,13,12
110542,Amhr2,2,12,12
110557,H2-Q6,3,9,7
110558,H2-Q9,1,7,7
110593,Prdm2,2,11,10
110595,Timp4,2,6,5
110596,Arhgef28,1,36,36
110606,Fntb,1,12,12
110611,Hdlbp,3,30,28
110616,Atxn3,2,12,11
110637,Grik4,1,21,21
110639,Prps2,2,8,7
110648,Lmx1a,1,8,8
110651,Rps6ka3,2,26,24
110695,Aldh7a1,2,21,20
110696,H2-M10.3,1,6,6
110749,Chaf1b,1,14,14
110750,Cse1l,1,25,25
110751,Adam33,2,21,21
110784,Nr3c2,1,9,9
110789,Adgrv1,1,90,90
110794,Cebpe,1,2,2
110796,Tshz1,3,4,2
110805,Foxe1,1,1,1
110809,Srsf1,2,5,4
110816,Pwp2,1,21,21
110821,Pcca,1,24,24
110826,Etfb,1,6,6
110829,Lims1,6,18,11
110834,Chrna3,1,6,6
110835,Chrna5,1,6,6
110842,Etfa,1,12,12
110854,Ptpa,3,13,10
110855,Pde6c,2,22,22
110862,Kcnq3,1,15,15
110876,Scn2a,3,29,27
110877,Slc18a1,1,17,17
110880,Scn4a,1,24,24
110886,Gabra5,3,12,11
110891,Slc8a2,2,10,10
110893,Slc8a3,2,9,8
110895,Slc9a4,1,12,12
110902,Chrna2,1,7,7
110911,Cds2,3,15,13
110920,Hspa13,1,5,5
110935,Atp6v1b1,1,14,14
110948,Hlcs,2,12,11
110954,Rpl10,1,7,7
110956,D17H6S56E-5,1,2,2
110957,D1Pas1,1,1,1
110958,M1ap,1,10,10
110959,Nudt19,1,3,3
110960,Tars,1,19,19
110962,Mbd6,2,15,13
111173,Erc1,2,23,21
111174,Taar1,1,1,1
111175,Pecr,2,8,8
111241,Hmga1b,2,6,5
111368,Prn,2,5,5
112403,Dxo,2,8,7
112405,Egln1,2,5,5
112406,Egln2,2,7,6
112407,Egln3,1,5,5
112408,Tas2r116,1,1,1
112415,Zfp607b,2,7,6
112417,Ugt2b37,1,6,6
112418,1700102P08Rik,1,4,4
112419,Ifit1bl2,2,4,3
112422,Zfp979,1,5,5
113845,Vmn1r48,1,1,1
113846,Vmn1r47,1,1,1
113847,Vmn1r43,1,1,1
113848,Vmn1r42,1,1,1
113849,Vmn1r52,1,1,1
113850,V1ra8,1,1,1
113851,Vmn1r54,1,1,1
